date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,description,cb,url,date_popup,unrelated
2024-11-14,0.5,#808080,1,,Catherine L Mann,The Great Moderation 20 years on – and beyond – speech by Catherine L. Mann,,,,Not related,,,0.6,There isn’t a trade-off. The best contribution we as financial stability policymakers can make to sustainable economic growth is to ensure that the financial system is resilient when shocks hit.,0.2,"The speech focuses on financial stability and the interaction between banks and non-banks rather than discussing current monetary policy or interest rate decisions. Thus, it is not addressing monetary policy directly.","  Catherine L. Mann reflects on the last forty years of the ‘Great Moderation’. She compares and contrasts arguments that ‘good policy’ or ‘good luck’ may have brought about more macroeconomic stability. She then discusses the likely sources of higher volatility in the future, including climate change, global trade fragmentation, financial market volatility, and policy volatility. Catherine concludes by outlining the appropriate monetary policy strategy in a more volatile world. ",BoE,https://www.bankofengland.co.uk/speech/2024/november/catherine-l-mann-society-of-professional-economists-annual-conference,2024-11-14,Yes
2024-09-20,0.5,#808080,1,,Catherine L Mann,Policy spillovers when external shocks persist and domestic activity diverges - speech by Catherine L....,,,,Not related,,,1,"Overall, taking all the changes together, the Strong and Simple framework will deliver meaningful benefits for the smallest, domestically-focused deposit takers in the UK by significantly reducing the costs and complexity of regulation they currently face.",0.4,The speech primarily focuses on regulatory simplifications for small banks and building societies and does not provide insights into the overall monetary policy stance or direct indications of future interest rate moves.,,BoE,https://www.bankofengland.co.uk/speech/2024/september/catherine-l-mann-keynote-speech-at-the-central-bank-research-association,2024-09-20,Yes
2024-05-17,0.5,#808080,1,,Catherine L Mann,Cost of capital and UK business investment: Measurement challenges and research opportunities - slides...,,,,Not related,,,1,"In short, it is time to build.",0.1,"The speech is focused on regulatory reforms pertaining to the insurance sector, particularly the Solvency II regime, and does not directly address monetary policy or interest rate decisions.",,BoE,https://www.bankofengland.co.uk/speech/2024/may/catherine-l-mann-cost-of-capital-and-uk-business-investment-slides,2024-05-17,Yes
2024-02-08,0.5,#808080,1,,Catherine L Mann,Mind the gap(s): Inflation data and prospects - speech by Catherine L. Mann,,,,Not related,,,1,The operational resilience of Financial Market Infrastructures (FMIs) is crucial to UK financial stability.,0.3,"The speech predominantly addresses operational resilience of FMIs, which, while important, does not directly comment on the monetary policy stance or interest rates. Therefore, it is categorized as 'Not related'.","  Catherine L. Mann explains the analysis supporting her vote at the February Monetary Policy Committee meeting. She highlights how gaps in components of inflation might delay the return of inflation to target. ",BoE,https://www.bankofengland.co.uk/speech/2024/february/catherine-l-mann-speech-at-the-official-monetary-and-financial-institution,2024-02-08,Yes
2023-04-25,0.5,#808080,1,,Ben Broadbent,Monetary policy - prices versus quantities,0.125,0.2,0.7,Hold,0.706,0.018,0.8,"All this makes it a challenge, I think, to argue that the rise in broad money in 2020 is the main (or even an important) contributor to the inflation that's followed.",0.1,"The speech emphasizes that monetary aggregates alone do not dictate inflation and the importance of monetary policy influencing interest rates and asset prices. With QT effects accounted for in current forecasts, the tone suggests a status quo approach to policy rates.","Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the National Institute of Economic and Social Research, London, 25 April 2023.",BoE,http://www.bis.org/review/r230427a.htm,2023-04-25,Yes
2019-07-03,0.5,#808080,1,,Ben Broadbent,Financial education and the Bank of England,,,,Not related,,,1,The Bank of England has a direct interest in improving and broadening the teaching of economics.,0.5,"This speech primarily focuses on financial education and the Bank of England’s role in it, and it does not delve into monetary policy or implications for interest rates.","Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the ""Helping children and young people learn about money"" conference, London, 3 July 2019.",BoE,https://www.bis.org/review/r190716c.htm,2019-07-03,Yes
2018-04-12,0.5,#808080,1,,Ben Broadbent, Monetary and macro-prudential policies - the case for a separation of powers,0,0.5,0.5,Hold,0.72,0.063,1,"My purpose today is to put the case for continued separation, albeit within the single Bank of England.",0.8,"The speech focused on the organizational structure of monetary and macro-prudential policies rather than specific monetary policy actions. Broadbent argued for continued separation of these functions within the Bank of England, without implications for immediate rate changes. This suggests a neutral stance on interest rates, leading to a prediction to hold the policy rate.","Speech (via videolink from Bank of England) by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, Reserve Bank of Australia, Sydney, 12 April 2018.",BoE,https://www.bis.org/review/r180423b.htm,2018-04-12,Yes
2017-07-11,0.5,#808080,1,,Ben Broadbent,Winners from globalisation,,,,Not related,,,0.9,It's certainly possible that people perceive that trade has reduced developed-country real incomes.,0.3,"The speech by Ben Broadbent discusses globalisation and its effects, primarily from an economic perspective related to trade, industry changes, and income distribution. There is no direct reference or implication regarding monetary policy or interest rates, so it is not related to monetary policy decisions.","Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, to the Scottish Council for Development and Industry, Aberdeen, 11 July 2017.",BoE,https://www.bis.org/review/r170724g.htm,2017-07-11,Yes
2016-03-02,0.5,#808080,1,,Ben Broadbent,Central banks and digital currencies,,,,Not related,,,0.7,"The introduction of a CBDC probably involves more than a narrow, technical judgement about the efficiency of the payments system, very important though that is.",0.4,"The speech primarily discusses the concept of central bank digital currencies and their implications, rather than current monetary policy or interest rate changes.","Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",BoE,https://www.bis.org/review/r160303e.pdf,2016-03-02,Yes
2019-05-16,0.5,#808080,1,,Jonathan Haskel,Capitalism without capital: understanding our new ‘knowledge’ economy - speech by Jonathan Haskel,,,,Not related,,,0.9,"Today, I will talk about how our economies have changed, the role of intangible capital and intangible investment and why that matters for understanding how firms behave differently than in the past.",0.3,"The speech focuses on the evolving nature of economies due to intangible capital, with little direct reference to monetary policy or interest rates. However, its context within a central bank forum suggests a neutral stance on policy, likely resulting in a hold decision.",,BoE,https://www.bankofengland.co.uk/speech/2019/jonathan-haskel-ken-dixon-lecture-at-university-of-york,2019-05-16,Yes
2018-01-15,0.5,#808080,1,,Silvana Tenreyro,The fall in productivity growth: causes and implications - speech by Silvana Tenreyro,,,,Hold,0.683,0.075,0.6,"Going forward, if the economy evolves as in our November forecast, with steadily increasing domestic inflationary pressures, I expect perhaps a couple more increases in Bank Rate will be required over the next three years.",0.2,"Silvana Tenreyro's speech indicates a balanced view on productivity's impact on future growth, with some optimism on long-term recovery but acknowledgment of current uncertainties. She suggests a measured approach to policy changes, implying a neutral stance.",,BoE,https://www.bankofengland.co.uk/speech/2018/silvana-tenreyro-2018-peston-lecture,2018-01-15,Yes
2023-10-26,0.5,#808080,1,,Jon Cunliffe,"Money and payments - a ""black ships"" moment?",,,,Not related,,,0.8,"Central banks are responsible for ensuring that that most foundational element of the economy and society, that is called money, 'works'.",0.3,"The speech focuses on central bank digital currencies, stablecoins, and payments innovation, with implications for financial regulation and stability, but it is not directly commenting on the current monetary policy stance or interest rates.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Economics of Payments XII Conference, hosted by the Federal Reserve Board, Washington DC, 26 October 2023.",Fed,https://www.bis.org/review/r231121a.htm,2023-10-26,Yes
2023-04-17,0.5,#808080,1,,Jon Cunliffe,The shape of things to come - innovation in payments and money,,,,Not related,,,0.6,I want to concentrate my remarks today on payments and money - how we pay for things and what type of money we use.,0.3,"The speech primarily focuses on technological innovations in payments and the potential regulatory challenges posed by new forms of digital money, rather than current monetary policy or interest rate adjustments.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Innovative Finance Global Summit, London, 17 April 2023.",BoE,http://www.bis.org/review/r230418f.htm,2023-04-17,Yes
2023-02-07,0.5,#808080,1,,Jon Cunliffe,The digital pound,,,,Not related,,,1,"Our assessment is that on current trends it is likely that a retail, general purpose digital central bank currency - a digital pound - will be needed in the UK.",0.4,"The speech primarily discusses the possibility and logistics of introducing a digital pound in the UK, which is not directly related to current monetary policy actions like interest rate decisions.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at UK Finance, London, 7 February 2023.",BoE,http://www.bis.org/review/r230208a.htm,2023-02-07,Yes
2022-11-21,0.5,#808080,1,,Jon Cunliffe,"Reflections on DeFi, digital currencies and regulation",,,,Not related,,,1,FTX in particular and the crypto ecosystem in general are emblematic of these new technologies and the possibility that they might revolutionise financial services and the forms that money takes in our economy.,0.4,"The speech focuses primarily on the regulation of crypto stablecoins, digital currencies, and the implications of recent crypto market developments. It does not address monetary policy or provide an outlook on interest rates.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Warwick Business Schools's Gilmore Centre Policy Forum Conference on DeFi &amp; Digital Currencies, London, 21 November 2022.",BoE,http://www.bis.org/review/r221121m.htm,2022-11-21,Yes
2022-07-12,0.5,#808080,1,,Jon Cunliffe,Some lessons from the crypto winter,,,,Not related,,,0.8,A widespread collapse of crypto-asset valuations has cascaded through the crypto ecosystem and generated a number of high-profile firm failures.,0.1,The speech by Jon Cunliffe primarily discusses lessons from the 'crypto winter' and focuses on regulatory recommendations and financial stability related to crypto markets. It does not address or imply changes to interest rates or broader monetary policy.,"Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Eden Hall, the British High Commissioner's Residence, Singapore, 12 July 2022.",BoE,http://www.bis.org/review/r220713c.htm,2022-07-12,Yes
2022-02-09,0.5,#808080,1,,Jon Cunliffe,Learning from the dash for cash – findings and next steps for margining practices,,,,Not related,,,0.8,"The March 2020 'dash for cash' has given us a valuable lesson, we should not waste it.",0.7,"The speech focuses on financial stability and not on monetary policy. It discusses margin practices and financial system resilience, not interest rates or inflation. Therefore, it's not directly related to setting monetary policy, and it's assumed the policy stance remains unchanged for now.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Futures Industry Association (FIA) &amp; Securities Industry and Financial Markets Association (SIFMA) Asset Management Derivatives Forum 2022, Dana Point, California, 9 February 2022.",BoE,http://www.bis.org/review/r220210f.htm,2022-02-09,Yes
2021-05-20,0.5,#808080,1,,Jon Cunliffe,Housing – the quiet decade,,,,Hold,0.722,0.067,0.9,"If, however, the self-reinforcing dynamics of past periods began to re-emerge - strong demand, fast growth of prices relative to incomes, easy credit conditions and high levels of transactions - the FPC's measures would certainly begin to have a stronger impact in constraining the increase in aggregate mortgage indebtedness.",0.2,"The speech mainly analyzes housing market dynamics post-Covid, with an in-depth exploration of both structural and temporary forces at play. While it touches on potential policy implications, it refrains from emphasizing immediate monetary policy actions or shifts, suggesting a neutral stance toward future rate changes.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Law Society Property Section Convention, London, 20 May 2021.",BoE,http://www.bis.org/review/r210520a.htm,2021-05-20,Yes
2021-05-13,0.5,#808080,1,,Jon Cunliffe,"Do we need ""public money""?",,,,Not related,,,1,"The Bank of England is committed to making physical cash, banknotes, available as long as there is demand for it and is working with other authorities to support continued access to cash.",0.3,The speech focuses on the future of public money and the potential of central bank digital currencies rather than on immediate monetary policy or changes to interest rates.,"Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the OMFIF Digital Money Institute, London, 13 May 2021.",BoE,http://www.bis.org/review/r210517c.htm,2021-05-13,Yes
2020-11-12,0.5,#808080,1,,Jon Cunliffe,The impact of leveraged investors on market liquidity and financial stability,,,,Not related,,,0.7,"An overarching question is whether, in light of the growth of market-based finance relative to dealer intermediation capacity, central banks have the right tools to ensure they can continue to meet their objectives for both monetary and financial stability in an effective and efficient way.",0.3,"The speech primarily focuses on financial stability, market liquidity, and the role of leveraged investors rather than directly on monetary policy or interest rate decisions. Therefore, it does not provide a clear indication of dovish or hawkish sentiment. The context suggests a likelihood to hold rates steady, given the assessment of the financial system's resilience.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Managed Funds Association Global Summit 2020, 12 November 2020.",BoE,https://www.bis.org/review/r201117g.htm,2020-11-12,Yes
2020-06-09,0.5,#808080,1,,Jon Cunliffe,Financial system resilience - lessons from a real stress,,,,Hold,0.694,0.068,0.9,The COVID crisis is very far from over. The depth and length of its economic impact remain very uncertain.,0.6,"Sir Jon Cunliffe's speech provides an analysis of the financial system's resilience during the COVID-19 crisis, without making specific recommendations on monetary policy changes. While discussing risks and uncertainties, he acknowledges the need for continued strength in the financial system, indicating neither a dovish nor hawkish stance. This suggests a focus on maintaining stability, leading to a prediction to hold the current policy rate.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Investment Association Webinar, London, 9 June 2020.",BoE,https://www.bis.org/review/r200610a.htm,2020-06-09,Yes
2020-02-28,0.5,#808080,1,,Jon Cunliffe,It's time to talk about money,,,,Hold,0.7,0.058,0.7,"It is, therefore, and once again, time for us to talk about money.",0.3,The speech discusses the historical and future evolution of money but does not express a strong opinion on current monetary policy changes or indicate a need for immediate action on interest rates.,"Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the London School of Economics, London, 28 February 2020.",BoE,https://www.bis.org/review/r200304f.htm,2020-02-28,Yes
2020-02-11,0.5,#808080,1,,Jon Cunliffe,Governance of financial globalisation,,,,Not related,,,0.8,Our job as the Bank of England is to deliver monetary and financial stability within the mandates that are set for us.,0.3,"The speech focuses on the governance of financial globalization and the UK's relationship with the EU post-Brexit, particularly regarding financial stability and risk management. It does not address current monetary policy or provide insight into potential changes to the policy rate.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the German Economic Council Annual Finance Conference, Berlin, 11 February 2020.",BoE,https://www.bis.org/review/r200211e.htm,2020-02-11,Yes
2019-07-03,0.5,#808080,1,,Jon Cunliffe,Housing tools revisited,,,,Not related,,,0.8,-,0.1,"While the speech discusses financial stability tools and their impact on the housing market, it does not directly address monetary policy decisions such as interest rate changes. Therefore, it is categorized as not related to monetary policy. However, given the context, if related, the speech leans towards maintaining current policies.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Bank of Portugal, Lisbon, 3 July 2019.",BoE,https://www.bis.org/review/r190711k.htm,2019-07-03,Yes
2019-05-07,0.5,#808080,1,,Jon Cunliffe,Financial stability post Brexit - risks from global debt,,,,Not related,,,0.7,"Financial stability, which is my responsibility in the Bank, is I think an important consideration in that equation, but it is only one consideration.",0.1,"The speech primarily concerns financial stability risks, which are separate from standard monetary policy focused on inflation and economic growth. While recognizing systemic risks, it does not speak directly to interest rate decisions, hence categorized as 'Not related'.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the conference on ""Financial Stability Post Brexit"", organized by CFO Agenda, London, 7 May 2019.",BoE,https://www.bis.org/review/r190508a.htm,2019-05-07,Yes
2019-03-06,0.5,#808080,1,,Jon Cunliffe,When expectations meet the future,,,,Hold,0.731,0.046,0.8,"The next crisis will have, somewhere at its centre, losses from an overextension of credit and an adjustment in asset prices.",0.2,"The speech by Sir Jon Cunliffe focuses on financial stability and the mechanisms to absorb future financial shocks, without directly influencing monetary policy decisions. The emphasis is on preparedness rather than immediate monetary policy action, supporting a 'hold' prediction at the next meeting.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the London School of Economics, 6 March 2019.",BoE,https://www.bis.org/review/r190312d.htm,2019-03-06,Yes
2018-06-05,0.5,#808080,1,,Jon Cunliffe,Central clearing and resolution - learning some of the lessons of Lehmans,,,,Not related,,,1,I hope I have been able to set out today why the reforms we have put in place on clearing and the progress we have made on resolution learn the lessons of that tale and make the financial system today a substantially more resilient place.,0.4,"The speech by Sir Jon Cunliffe primarily deals with financial stability and reforms related to central clearing and resolution of financial institutions post the financial crisis, rather than discussing monetary policy or interest rates directly.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the FIA International Derivatives Expo 2018, London, 5 June 2018.",BoE,https://www.bis.org/review/r180606c.htm,2018-06-05,Yes
2018-02-26,0.5,#808080,1,,Jon Cunliffe,Looking after our money,,,,Not related,,,1,But the underlying responsibility to ensure the machine runs in good order will remain.,0.1,"The speech primarily focuses on the history, theory, and technological evolution of money, rather than current monetary policy or implications for interest rates. While it does touch on broader financial system responsibilities, it lacks specific content related to monetary policy or interest rate adjustments.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the University of Warwick, Warwick, 26 February 2018.",BoE,https://www.bis.org/review/r180228b.htm,2018-02-26,Yes
2018-02-09,0.5,#808080,1,,Jon Cunliffe,Market-based finance - a macroprudential view,,,,Not related,,,1,Our responsibility as macroprudential authorities is to make the best assessment we can not only of the risks with which we are familiar but also of the ones that may be developing as the financial system evolves.,0.2,"The speech focuses on financial stability and macroprudential policy rather than monetary policy. It discusses the growth, characteristics, benefits, and risks of market-based finance, particularly in relation to financial stability, without specific references to monetary policy actions or the interest rate outlook.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Asset Management Derivatives Forum, Dana Point, California, 9 February 2018.",BoE,https://www.bis.org/review/r180221a.htm,2018-02-09,Yes
2017-09-29,0.5,#808080,1,,Jon Cunliffe,Ten years on - lessons from Northern Rock,,,,Not related,,,0.9,Resolution should be seen as an integral part of making the financial system safer and stronger.,0.3,"The focus of Sir Jon Cunliffe's speech is on financial stability and the lessons learned from the Northern Rock failure, rather than on current monetary policy. The discussion revolves around bank resolution and financial reform rather than interest rate decisions.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Single Resolution Board Annual Conference, Brussels, 29 September 2017.",BoE,https://www.bis.org/review/r170929d.htm,2017-09-29,Yes
2017-02-22,0.5,#808080,1,,Jon Cunliffe,Global pipes - challenges for systemic financial infrastructure,,,,Not related,,,1,"I want to talk today about the plumbing, the networks of global pipes for payment, settlement and clearing that make a global capital market and financial globalisation possible.",0.3,"The speech primarily focuses on financial infrastructure and its global challenges rather than monetary policy. Thus, categorizing it as neither hawkish nor dovish. Given the lack of direct discussion on interest rate policy, the recommendation would likely be to hold rates at the next meeting.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Official Monetary and Financial Institutions Forum, London, 22 February 2017.",BoE,https://www.bis.org/review/r170223e.htm,2017-02-22,Yes
2016-11-03,0.5,#808080,1,,Jon Cunliffe,Challenges for financial markets,,,,Not related,,,0.6,"Restoring public support also requires authorities and the financial sector to demonstrate that the risks that are posed by large, very complex and highly interconnected financial markets can be effectively managed.",0.3,"The speech primarily discusses financial markets, their challenges, and the role of the Bank of England in terms of financial stability rather than providing insight into immediate monetary policy actions or changes.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Association for Financial Markets in Europe Annual dinner, London, 3 November 2016.",BoE,https://www.bis.org/review/r161107b.htm,2016-11-03,Yes
2016-04-29,0.5,#808080,1,,Jon Cunliffe,A 21st century approach to dealing with failed banks,,,,Not related,,,1,The post-crisis period has seen a vast amount of work to come up with a better way to deal with a failed bank and a better answer than 'the taxpayer' to the question of 'who pays?',0.3,"The speech by Sir Jon Cunliffe focuses on financial stability and resolving bank failures, rather than on traditional monetary policy topics such as interest rates or inflation. Therefore, it is categorized as 'Not related' to monetary policy.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the1st Single Resolution Board Annual Conference, Brussels, 29 April 2016.",BoE,https://www.bis.org/review/r160523d.htm,2016-04-29,Yes
2016-04-26,0.5,#808080,1,,Jon Cunliffe,Remarks at the Alastair Ross Goobey Memorial Lecture,0.094,0.3,0.7,Hold,0.755,0.064,1,"The FPC's current assessment of the financial cycle is that following a subdued and low-risk period of post-crisis repair to bank, household and corporate balance sheets, we have now entered a more standard period of risk and credit growth.",0.4,"The speech focuses on financial stability and banking sector resilience, assessing risks without indicating a clear direction for monetary policy changes. The emphasis is on monitoring and potential future action, suggesting a likely hold on the policy rate.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Alastair Ross Goobey Memorial Lecture, London, 26 April 2016.",BoE,https://www.bis.org/review/r160531c.htm,2016-04-26,Yes
2020-11-18,0.5,#808080,1,,Andrew G Haldane,Seizing the opportunities from digital finance,,,,Not related,,,0.9,"The role of economic policy, including monetary and fiscal policy, is to cushion the impact of these risks on households and companies.",0.2,"The speech focuses on digital finance, innovation in payments systems, and lending, without directly addressing monetary policy or interest rate decisions. Therefore, it is not related to monetary policy as defined by the categories.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at TheCityUK 10th Anniversary Conference, 18 November 2020.",BoE,https://www.bis.org/review/r201118g.htm,2020-11-18,Yes
2020-10-14,0.5,#808080,1,,Andrew G Haldane,Is home working good for you?,,,,Not related,,,1,"The focus of today, and the excellent background report, is happiness in the workplace.",0.3,The speech primarily discusses the impacts of home-working on productivity and well-being rather than directly addressing monetary policy or interest rates.,"Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at the Engaging Business Summit and Autumn Lecture, 14 October 2020.",BoE,https://www.bis.org/review/r201026a.htm,2020-10-14,Yes
2019-10-21,0.5,#808080,1,,Andrew G Haldane,Understanding pay gaps,,,,Not related,,,1,The views expressed here are not necessarily those of the Bank of England or the Monetary Policy Committee.,0.3,"The speech focuses on understanding pay gaps related to gender and ethnicity in the labor market, and does not address monetary policy or interest rate decisions. It discusses pay inequalities and the impact of transparency and reporting on closing these gaps, but makes no mention of central bank policy rates or economic outlook that would indicate a stance on monetary policy.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at the joint Bank of England, Federal Reserve Bank of New York and European Central Bank conference on ""Gender and Career Progression"", European Central Bank, Frankfurt am Main, 21 October 2019.",Fed,https://www.bis.org/review/r191023b.htm,2019-10-21,Yes
2019-05-07,0.5,#808080,1,,Andrew G Haldane,Is all economics local?,,,,Not related,,,0.6,"Some areas of public policy can only operate at the national rather than local level, such as monetary policy.",0.3,"The speech focuses on the role of local perspectives in understanding economies, rather than on specific monetary policy implications. While it raises broader economic questions, these are not directly related to monetary policy actions such as interest rate changes.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at the Sheffield Political Economy Research Institute (SPERI) Annual Lecture, University of Sheffield, Sheffield, 7 May 2019.",BoE,https://www.bis.org/review/r190508d.htm,2019-05-07,Yes
2018-11-22,0.5,#808080,1,,Andrew G Haldane,The creative economy,,,,Not related,,,1,"It is creativity, and its role in improving incomes in the economy and well-being in society, that I will discuss this evening.",0.3,"The speech by Andrew G Haldane is focused on the role of creativity, innovation, and institutions in economic and social progress rather than discussing central bank monetary policy or the economic outlook, hence it is categorized as 'Not related'.","Text of the Inaugural Glasgow School of Art Creative Engagement Lecture by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at the Glasgow School of Art, Glasgow, 22 November 2018.",BoE,https://www.bis.org/review/r190225d.htm,2018-11-22,Yes
2018-09-19,0.5,#808080,1,,Andrew G Haldane,Andrew Haldane: Folk wisdom,0.125,0.3,0.7,Hold,0.656,0.053,0.9,"The gradual withdrawal of exceptional monetary stimulus is unlikely by itself, however, to remove entirely the weight from central banks' shoulders.",0.5,"The speech focuses on the role, transparency, and trust of central banks rather than directly addressing current monetary policy. However, Haldane acknowledges the gradual withdrawal of extraordinary monetary support, which suggests a neutral stance likely leading to holding rates steady.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at the 100th Anniversary of the Bank of Estonia, Tallinn, 19 September 2018.",BoE,https://www.bis.org/review/r180920d.htm,2018-09-19,Yes
2018-06-28,0.5,#808080,1,,Andrew G Haldane,Andrew Haldane: The UK's productivity problem - hub no spokes,,,,Not related,,,0.9,The UK's productivity problem is a big one by any historical standard.,0.3,"The speech is focused on discussing the UK’s productivity problems, and while it touches on economic conditions, it does not provide specific guidance or insights into immediate monetary policy decisions such as interest rate changes.","Text of the Academy of Social Sciences Annual Lecture by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, London, 28 June 2018.",BoE,https://www.bis.org/review/r180723k.htm,2018-06-28,Yes
2018-04-19,0.5,#808080,1,,Andrew G Haldane,Will big data keep its promise?,,,,Not related,,,0.9,I believe the application of data analytic techniques to the many pressing questions in finance and macro holds great promise.,0.5,"The speech primarily focuses on the potential of Big Data and its applications in economic and financial research rather than direct commentary on current or future monetary policy. Therefore, it does not provide evidence to classify it within the monetary policy stance categories like hawkish or dovish.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at the Data Analytics for Finance and Macro Research Centre, King's Business School, London, 19 April 2018.",BoE,https://www.bis.org/review/r180516e.htm,2018-04-19,Yes
2018-03-06,0.5,#808080,1,,Andrew G Haldane,Climbing the public engagement ladder,,,,Not related,,,1,I am delighted to be here to discuss the final report from the RSA 'Building a Public Culture of Economics'.,0.2,"The speech primarily focuses on public engagement and communication strategies, rather than discussing monetary policy, inflation, or interest rate decisions.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at the Royal Society for the encouragement of Arts, Manufactures and Commerce (RSA), London, 6 March 2018.",BoE,https://www.bis.org/review/r180323b.htm,2018-03-06,Yes
2017-11-27,0.5,#808080,1,,Andrew G Haldane,Everyday economics,,,,Not related,,,1,"If economics or economic policy is elitist and inaccessible to most people, it is not doing its job.",0.3,"The speech focuses on the importance of public understanding and trust in economics and monetary policy rather than specific policy stances or economic conditions. It does not provide concrete indications of future monetary policy direction, making it neutral in terms of policy impact.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at the Nishkam High School, Birmingham, 27 November 2017.",BoE,https://www.bis.org/review/r171205b.htm,2017-11-27,Yes
2017-10-12,0.5,#808080,1,,Andrew G Haldane,Rethinking financial stability,,,,Not related,,,0.8,The global financial crisis has been the prompt for a complete rethink of financial stability and policies for achieving it.,0.7,"The speech primarily focuses on financial stability and regulatory reforms rather than on immediate monetary policy or interest rate adjustments, making it unrelated to setting central bank interest rates.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, (co-authored with David Aikman, Sujit Kapadia and Marc Hinterschweiger), at the ""Rethinking Macroeconomic Policy IV"" Conference, Peterson Institute for International Economics, Washington DC, 12 October 2017.",BoE,https://www.bis.org/review/r171013f.htm,2017-10-12,Yes
2017-03-20,0.5,#808080,1,,Andrew G Haldane,Andrew Haldane: Productivity puzzles,,,,Hold,0.7,0.071,0.5,"It is stalling diffusion, rather than stifled innovation, that accounts for the UK's productivity puzzle.",0.2,"The speech focuses extensively on productivity puzzles and the implications of innovation versus stagnation, but does not suggest immediate changes to monetary policy, maintaining a neutral stance.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at the London School of Economics, London, 20 March 2017.",BoE,https://www.bis.org/review/r170322b.htm,2017-03-20,Yes
2016-11-10,0.5,#808080,1,,Andrew G Haldane,The dappled world,,,,Not related,,,0.9,"I thought I would use this occasion to reflect on the state of economics, not least in helping us make sense of such catastrophic phenomena.",0.2,"The speech is focused on the state of economics and does not directly address monetary policy or provide guidance on interest rates. Therefore, it is not related to the central bank's monetary policy stance but instead discusses theoretical aspects of economics.","Text of the GLS Shackle Biennial Memorial Lecture by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, London, 10 November 2016.",BoE,https://www.bis.org/review/r161115a.htm,2016-11-10,Yes
