Date,Meeting,meeting_month,forecast_category, ,Probability
2024-10-02,2024-11-07,Nov 2024,Raise,Betting market,0.15
2024-10-03,2024-11-07,Nov 2024,Cut,Financial market,100
2024-10-03,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-03,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-03,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-03,2024-11-07,Nov 2024,Cut,Betting market,96.45
2024-10-03,2024-11-07,Nov 2024,Hold,Betting market,4.8
2024-10-03,2024-11-07,Nov 2024,Raise,Betting market,0.15
2024-10-04,2024-11-07,Nov 2024,Cut,Financial market,79.64705882353657
2024-10-04,2024-11-07,Nov 2024,Hold,Financial market,20.352941176463435
2024-10-04,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-04,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-04,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-04,2024-11-07,Nov 2024,Cut,Betting market,96.45
2024-10-04,2024-11-07,Nov 2024,Hold,Betting market,4.3
2024-10-04,2024-11-07,Nov 2024,Raise,Betting market,0.15
2024-10-05,2024-11-07,Nov 2024,Cut,Financial market,79.64705882353657
2024-10-05,2024-11-07,Nov 2024,Hold,Financial market,20.352941176463435
2024-10-05,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-05,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-05,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-05,2024-11-07,Nov 2024,Cut,Betting market,90.85000000000001
2024-10-05,2024-11-07,Nov 2024,Hold,Betting market,8.5
2024-10-05,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-06,2024-11-07,Nov 2024,Cut,Financial market,79.64705882353657
2024-10-06,2024-11-07,Nov 2024,Hold,Financial market,20.352941176463435
2024-10-06,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-06,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-06,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-06,2024-11-07,Nov 2024,Cut,Betting market,93.30000000000001
2024-10-06,2024-11-07,Nov 2024,Hold,Betting market,7.5
2024-10-06,2024-11-07,Nov 2024,Raise,Betting market,0.3
2024-10-07,2024-11-07,Nov 2024,Cut,Financial market,62.970588235288005
2024-10-07,2024-11-07,Nov 2024,Hold,Financial market,37.029411764711995
2024-10-07,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-07,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-07,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-07,2024-11-07,Nov 2024,Cut,Betting market,92.8
2024-10-07,2024-11-07,Nov 2024,Hold,Betting market,7.6499999999999995
2024-10-07,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-08,2024-11-07,Nov 2024,Cut,Financial market,65.67647058823809
2024-10-08,2024-11-07,Nov 2024,Hold,Financial market,34.32352941176191
2024-10-08,2024-11-07,Nov 2024,Cut,Superforecasters,99
2024-10-08,2024-11-07,Nov 2024,Hold,Superforecasters,1
2024-10-08,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-08,2024-11-07,Nov 2024,Cut,Betting market,83.35000000000001
2024-10-08,2024-11-07,Nov 2024,Hold,Betting market,16.85
2024-10-08,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-09,2024-11-07,Nov 2024,Cut,Financial market,61.99999999999477
2024-10-09,2024-11-07,Nov 2024,Hold,Financial market,38.00000000000523
2024-10-09,2024-11-07,Nov 2024,Cut,Superforecasters,99
2024-10-09,2024-11-07,Nov 2024,Hold,Superforecasters,1
2024-10-09,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-09,2024-11-07,Nov 2024,Cut,Betting market,87.4
2024-10-09,2024-11-07,Nov 2024,Hold,Betting market,12.950000000000001
2024-10-09,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-10,2024-11-07,Nov 2024,Cut,Financial market,62.64705882352928
2024-10-10,2024-11-07,Nov 2024,Hold,Financial market,37.35294117647072
2024-10-10,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-10,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-10,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-10,2024-11-07,Nov 2024,Cut,Betting market,82.89999999999999
2024-10-10,2024-11-07,Nov 2024,Hold,Betting market,17.2
2024-10-10,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-11,2024-11-07,Nov 2024,Cut,Financial market,67.17647058823673
2024-10-11,2024-11-07,Nov 2024,Hold,Financial market,32.823529411763275
2024-10-11,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-11,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-11,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-11,2024-11-07,Nov 2024,Cut,Betting market,84.35000000000001
2024-10-11,2024-11-07,Nov 2024,Hold,Betting market,15.7
2024-10-11,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-12,2024-11-07,Nov 2024,Cut,Financial market,67.17647058823673
2024-10-12,2024-11-07,Nov 2024,Hold,Financial market,32.823529411763275
2024-10-12,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-12,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-12,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-12,2024-11-07,Nov 2024,Cut,Betting market,87.35000000000001
2024-10-12,2024-11-07,Nov 2024,Hold,Betting market,11.799999999999999
2024-10-12,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-13,2024-11-07,Nov 2024,Cut,Financial market,67.17647058823673
2024-10-13,2024-11-07,Nov 2024,Hold,Financial market,32.823529411763275
2024-10-13,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-13,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-13,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-13,2024-11-07,Nov 2024,Cut,Betting market,88.55000000000001
2024-10-13,2024-11-07,Nov 2024,Hold,Betting market,11.899999999999999
2024-10-13,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-14,2024-11-07,Nov 2024,Cut,Financial market,62.11764705882956
2024-10-14,2024-11-07,Nov 2024,Hold,Financial market,37.88235294117044
2024-10-14,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-14,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-14,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-14,2024-11-07,Nov 2024,Cut,Betting market,88.4
2024-10-14,2024-11-07,Nov 2024,Hold,Betting market,10.95
2024-10-14,2024-11-07,Nov 2024,Raise,Betting market,0.3
2024-10-15,2024-11-07,Nov 2024,Cut,Financial market,74.94117647059397
2024-10-15,2024-11-07,Nov 2024,Hold,Financial market,25.058823529406027
2024-10-15,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-15,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-15,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-15,2024-11-07,Nov 2024,Cut,Betting market,83.35000000000001
2024-10-15,2024-11-07,Nov 2024,Hold,Betting market,15.85
2024-10-15,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-16,2024-11-07,Nov 2024,Cut,Financial market,72.2941176470556
2024-10-16,2024-11-07,Nov 2024,Hold,Financial market,27.7058823529444
2024-10-16,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-16,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-16,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-16,2024-11-07,Nov 2024,Cut,Betting market,85.35000000000001
2024-10-16,2024-11-07,Nov 2024,Hold,Betting market,10.8
2024-10-16,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-17,2024-11-07,Nov 2024,Cut,Financial market,66.52941176470222
2024-10-17,2024-11-07,Nov 2024,Hold,Financial market,33.47058823529778
2024-10-17,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-17,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-17,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-17,2024-11-07,Nov 2024,Cut,Betting market,84.95
2024-10-17,2024-11-07,Nov 2024,Hold,Betting market,10.75
2024-10-17,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-18,2024-11-07,Nov 2024,Cut,Financial market,70.05882352941057
2024-10-18,2024-11-07,Nov 2024,Hold,Financial market,29.941176470589426
2024-10-18,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-18,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-18,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-18,2024-11-07,Nov 2024,Cut,Betting market,83.55
2024-10-18,2024-11-07,Nov 2024,Hold,Betting market,13
2024-10-18,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-19,2024-11-07,Nov 2024,Cut,Financial market,70.05882352941057
2024-10-19,2024-11-07,Nov 2024,Hold,Financial market,29.941176470589426
2024-10-19,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-19,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-19,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-19,2024-11-07,Nov 2024,Cut,Betting market,88.14999999999999
2024-10-19,2024-11-07,Nov 2024,Hold,Betting market,10.65
2024-10-19,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-20,2024-11-07,Nov 2024,Cut,Financial market,70.05882352941057
2024-10-20,2024-11-07,Nov 2024,Hold,Financial market,29.941176470589426
2024-10-20,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-20,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-20,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-20,2024-11-07,Nov 2024,Cut,Betting market,89.25
2024-10-20,2024-11-07,Nov 2024,Hold,Betting market,9.25
2024-10-20,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-21,2024-11-07,Nov 2024,Cut,Financial market,65.64705882353792
2024-10-21,2024-11-07,Nov 2024,Hold,Financial market,34.35294117646208
2024-10-21,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-10-21,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-10-21,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-21,2024-11-07,Nov 2024,Cut,Betting market,91
2024-10-21,2024-11-07,Nov 2024,Hold,Betting market,9.55
2024-10-21,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-22,2024-11-07,Nov 2024,Cut,Financial market,69.82352941176373
2024-10-22,2024-11-07,Nov 2024,Hold,Financial market,30.17647058823627
2024-10-22,2024-11-07,Nov 2024,Cut,Superforecasters,98
2024-10-22,2024-11-07,Nov 2024,Hold,Superforecasters,2
2024-10-22,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-22,2024-11-07,Nov 2024,Cut,Betting market,88.7
2024-10-22,2024-11-07,Nov 2024,Hold,Betting market,11.15
2024-10-22,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-10-23,2024-11-07,Nov 2024,Cut,Financial market,69.94117647058715
2024-10-23,2024-11-07,Nov 2024,Hold,Financial market,30.058823529412848
2024-10-23,2024-11-07,Nov 2024,Cut,Superforecasters,97
2024-10-23,2024-11-07,Nov 2024,Hold,Superforecasters,3
2024-10-23,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-23,2024-11-07,Nov 2024,Cut,Betting market,87.75
2024-10-23,2024-11-07,Nov 2024,Hold,Betting market,12.1
2024-10-23,2024-11-07,Nov 2024,Raise,Betting market,0.2
2024-10-24,2024-11-07,Nov 2024,Cut,Financial market,72.64705882353155
2024-10-24,2024-11-07,Nov 2024,Hold,Financial market,27.35294117646845
2024-10-24,2024-11-07,Nov 2024,Cut,Superforecasters,96
2024-10-24,2024-11-07,Nov 2024,Hold,Superforecasters,4
2024-10-24,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-24,2024-11-07,Nov 2024,Cut,Betting market,87.64999999999999
2024-10-24,2024-11-07,Nov 2024,Hold,Betting market,13.3
2024-10-24,2024-11-07,Nov 2024,Raise,Betting market,0.2
2024-10-25,2024-11-07,Nov 2024,Cut,Financial market,74.82352941176487
2024-10-25,2024-11-07,Nov 2024,Hold,Financial market,25.176470588235134
2024-10-25,2024-11-07,Nov 2024,Cut,Superforecasters,95
2024-10-25,2024-11-07,Nov 2024,Hold,Superforecasters,5
2024-10-25,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-25,2024-11-07,Nov 2024,Cut,Betting market,88.64999999999999
2024-10-25,2024-11-07,Nov 2024,Hold,Betting market,11.75
2024-10-25,2024-11-07,Nov 2024,Raise,Betting market,0.2
2024-10-26,2024-11-07,Nov 2024,Cut,Financial market,74.82352941176487
2024-10-26,2024-11-07,Nov 2024,Hold,Financial market,25.176470588235134
2024-10-26,2024-11-07,Nov 2024,Cut,Superforecasters,95
2024-10-26,2024-11-07,Nov 2024,Hold,Superforecasters,5
2024-10-26,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-26,2024-11-07,Nov 2024,Cut,Betting market,88.4
2024-10-26,2024-11-07,Nov 2024,Hold,Betting market,11.95
2024-10-26,2024-11-07,Nov 2024,Raise,Betting market,0.15
2024-10-27,2024-11-07,Nov 2024,Cut,Financial market,74.82352941176487
2024-10-27,2024-11-07,Nov 2024,Hold,Financial market,25.176470588235134
2024-10-27,2024-11-07,Nov 2024,Cut,Superforecasters,96
2024-10-27,2024-11-07,Nov 2024,Hold,Superforecasters,4
2024-10-27,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-27,2024-11-07,Nov 2024,Cut,Betting market,88.64999999999999
2024-10-27,2024-11-07,Nov 2024,Hold,Betting market,11.65
2024-10-27,2024-11-07,Nov 2024,Raise,Betting market,0.2
2024-10-28,2024-11-07,Nov 2024,Cut,Financial market,75.94117647058738
2024-10-28,2024-11-07,Nov 2024,Hold,Financial market,24.05882352941262
2024-10-28,2024-11-07,Nov 2024,Cut,Superforecasters,97
2024-10-28,2024-11-07,Nov 2024,Hold,Superforecasters,3
2024-10-28,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-28,2024-11-07,Nov 2024,Cut,Betting market,87.9
2024-10-28,2024-11-07,Nov 2024,Hold,Betting market,12.5
2024-10-28,2024-11-07,Nov 2024,Raise,Betting market,0.15
2024-10-29,2024-11-07,Nov 2024,Cut,Financial market,84.11764705882094
2024-10-29,2024-11-07,Nov 2024,Hold,Financial market,15.882352941179068
2024-10-29,2024-11-07,Nov 2024,Cut,Superforecasters,97
2024-10-29,2024-11-07,Nov 2024,Hold,Superforecasters,3
2024-10-29,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-29,2024-11-07,Nov 2024,Cut,Betting market,89
2024-10-29,2024-11-07,Nov 2024,Hold,Betting market,11.450000000000001
2024-10-29,2024-11-07,Nov 2024,Raise,Betting market,0.2
2024-10-30,2024-11-07,Nov 2024,Cut,Financial market,79.11764705882547
2024-10-30,2024-11-07,Nov 2024,Hold,Financial market,20.88235294117453
2024-10-30,2024-11-07,Nov 2024,Cut,Superforecasters,97
2024-10-30,2024-11-07,Nov 2024,Hold,Superforecasters,3
2024-10-30,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-30,2024-11-07,Nov 2024,Cut,Betting market,90.4
2024-10-30,2024-11-07,Nov 2024,Hold,Betting market,10.05
2024-10-30,2024-11-07,Nov 2024,Raise,Betting market,0.15
2024-10-31,2024-11-07,Nov 2024,Cut,Financial market,75.47058823529937
2024-10-31,2024-11-07,Nov 2024,Hold,Financial market,24.529411764700626
2024-10-31,2024-11-07,Nov 2024,Cut,Superforecasters,98
2024-10-31,2024-11-07,Nov 2024,Hold,Superforecasters,2
2024-10-31,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-10-31,2024-11-07,Nov 2024,Cut,Betting market,91.89999999999999
2024-10-31,2024-11-07,Nov 2024,Hold,Betting market,8.649999999999999
2024-10-31,2024-11-07,Nov 2024,Raise,Betting market,0.2
2024-11-01,2024-11-07,Nov 2024,Cut,Financial market,78.2941176470672
2024-11-01,2024-11-07,Nov 2024,Hold,Financial market,21.705882352932804
2024-11-01,2024-11-07,Nov 2024,Cut,Superforecasters,97
2024-11-01,2024-11-07,Nov 2024,Hold,Superforecasters,3
2024-11-01,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-11-01,2024-11-07,Nov 2024,Cut,Betting market,89.69999999999999
2024-11-01,2024-11-07,Nov 2024,Hold,Betting market,9.9
2024-11-01,2024-11-07,Nov 2024,Raise,Betting market,0.2
2024-11-02,2024-11-07,Nov 2024,Cut,Financial market,78.2941176470672
2024-11-02,2024-11-07,Nov 2024,Hold,Financial market,21.705882352932804
2024-11-02,2024-11-07,Nov 2024,Cut,Superforecasters,98
2024-11-02,2024-11-07,Nov 2024,Hold,Superforecasters,2
2024-11-02,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-11-02,2024-11-07,Nov 2024,Cut,Betting market,97.65
2024-11-02,2024-11-07,Nov 2024,Hold,Betting market,2.9000000000000004
2024-11-02,2024-11-07,Nov 2024,Raise,Betting market,0.15
2024-11-03,2024-11-07,Nov 2024,Cut,Financial market,78.2941176470672
2024-11-03,2024-11-07,Nov 2024,Hold,Financial market,21.705882352932804
2024-11-03,2024-11-07,Nov 2024,Cut,Superforecasters,99
2024-11-03,2024-11-07,Nov 2024,Hold,Superforecasters,1
2024-11-03,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-11-03,2024-11-07,Nov 2024,Cut,Betting market,97.45
2024-11-03,2024-11-07,Nov 2024,Hold,Betting market,2.3
2024-11-03,2024-11-07,Nov 2024,Raise,Betting market,0.25
2024-11-04,2024-11-07,Nov 2024,Cut,Financial market,80.29411764706538
2024-11-04,2024-11-07,Nov 2024,Hold,Financial market,19.705882352934623
2024-11-04,2024-11-07,Nov 2024,Cut,Superforecasters,99
2024-11-04,2024-11-07,Nov 2024,Hold,Superforecasters,1
2024-11-04,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-11-04,2024-11-07,Nov 2024,Cut,Betting market,97.15
2024-11-04,2024-11-07,Nov 2024,Hold,Betting market,3.2
2024-11-04,2024-11-07,Nov 2024,Raise,Betting market,0.15
2024-11-05,2024-11-07,Nov 2024,Cut,Financial market,77.76470588235611
2024-11-05,2024-11-07,Nov 2024,Hold,Financial market,22.23529411764389
2024-11-05,2024-11-07,Nov 2024,Cut,Superforecasters,99
2024-11-05,2024-11-07,Nov 2024,Hold,Superforecasters,1
2024-11-05,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-11-05,2024-11-07,Nov 2024,Cut,Betting market,97.00000000000001
2024-11-05,2024-11-07,Nov 2024,Hold,Betting market,3.4000000000000004
2024-11-05,2024-11-07,Nov 2024,Raise,Betting market,0.2
2024-11-06,2024-11-07,Nov 2024,Cut,Financial market,82.82352941176897
2024-11-06,2024-11-07,Nov 2024,Hold,Financial market,17.17647058823103
2024-11-06,2024-11-07,Nov 2024,Cut,Superforecasters,99
2024-11-06,2024-11-07,Nov 2024,Hold,Superforecasters,1
2024-11-06,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-11-06,2024-11-07,Nov 2024,Cut,Betting market,97.15
2024-11-06,2024-11-07,Nov 2024,Hold,Betting market,3.5000000000000004
2024-11-06,2024-11-07,Nov 2024,Raise,Betting market,0.35000000000000003
2024-11-07,2024-11-07,Nov 2024,Cut,Superforecasters,100
2024-11-07,2024-11-07,Nov 2024,Hold,Superforecasters,0
2024-11-07,2024-11-07,Nov 2024,Raise,Superforecasters,0
2024-08-10,2024-12-18,Dec 2024,Cut,Betting market,76.5
2024-08-10,2024-12-18,Dec 2024,Hold,Betting market,17.5
2024-08-10,2024-12-18,Dec 2024,Raise,Betting market,5.1499999999999995
2024-08-11,2024-12-18,Dec 2024,Cut,Betting market,79.5
2024-08-11,2024-12-18,Dec 2024,Hold,Betting market,17.5
2024-08-11,2024-12-18,Dec 2024,Raise,Betting market,5.1499999999999995
2024-08-14,2024-12-18,Dec 2024,Cut,Betting market,81
2024-08-14,2024-12-18,Dec 2024,Hold,Betting market,16.5
2024-08-14,2024-12-18,Dec 2024,Raise,Betting market,4.6
2024-08-15,2024-12-18,Dec 2024,Cut,Betting market,81
2024-08-15,2024-12-18,Dec 2024,Hold,Betting market,16
2024-08-15,2024-12-18,Dec 2024,Raise,Betting market,4.6
2024-08-16,2024-12-18,Dec 2024,Cut,Betting market,78.99999999999999
2024-08-16,2024-12-18,Dec 2024,Hold,Betting market,17
2024-08-16,2024-12-18,Dec 2024,Raise,Betting market,3.6999999999999997
2024-08-17,2024-12-18,Dec 2024,Cut,Betting market,78.49999999999999
2024-08-17,2024-12-18,Dec 2024,Hold,Betting market,17
2024-08-17,2024-12-18,Dec 2024,Raise,Betting market,3.65
2024-08-18,2024-12-18,Dec 2024,Cut,Betting market,78.49999999999999
2024-08-18,2024-12-18,Dec 2024,Hold,Betting market,17
2024-08-18,2024-12-18,Dec 2024,Raise,Betting market,3.5999999999999996
2024-08-19,2024-12-18,Dec 2024,Cut,Betting market,78.49999999999999
2024-08-19,2024-12-18,Dec 2024,Hold,Betting market,17.5
2024-08-19,2024-12-18,Dec 2024,Raise,Betting market,3.5000000000000004
2024-08-20,2024-12-18,Dec 2024,Cut,Betting market,78.99999999999999
2024-08-20,2024-12-18,Dec 2024,Hold,Betting market,17.5
2024-08-20,2024-12-18,Dec 2024,Raise,Betting market,3.35
2024-08-21,2024-12-18,Dec 2024,Cut,Betting market,77.5
2024-08-21,2024-12-18,Dec 2024,Hold,Betting market,17.5
2024-08-21,2024-12-18,Dec 2024,Raise,Betting market,3.4000000000000004
2024-08-22,2024-12-18,Dec 2024,Cut,Betting market,77.5
2024-08-22,2024-12-18,Dec 2024,Hold,Betting market,17.5
2024-08-22,2024-12-18,Dec 2024,Raise,Betting market,3.25
2024-08-23,2024-12-18,Dec 2024,Cut,Betting market,75
2024-08-23,2024-12-18,Dec 2024,Hold,Betting market,17
2024-08-23,2024-12-18,Dec 2024,Raise,Betting market,3
2024-08-24,2024-12-18,Dec 2024,Cut,Betting market,82
2024-08-24,2024-12-18,Dec 2024,Hold,Betting market,14.499999999999998
2024-08-24,2024-12-18,Dec 2024,Raise,Betting market,3.05
2024-08-25,2024-12-18,Dec 2024,Cut,Betting market,84.00000000000001
2024-08-25,2024-12-18,Dec 2024,Hold,Betting market,13
2024-08-25,2024-12-18,Dec 2024,Raise,Betting market,3
2024-08-26,2024-12-18,Dec 2024,Cut,Betting market,83.5
2024-08-26,2024-12-18,Dec 2024,Hold,Betting market,13.5
2024-08-26,2024-12-18,Dec 2024,Raise,Betting market,3.1
2024-08-27,2024-12-18,Dec 2024,Cut,Betting market,83.5
2024-08-27,2024-12-18,Dec 2024,Hold,Betting market,13.5
2024-08-27,2024-12-18,Dec 2024,Raise,Betting market,2.85
2024-08-28,2024-12-18,Dec 2024,Cut,Betting market,83.5
2024-08-28,2024-12-18,Dec 2024,Hold,Betting market,12.5
2024-08-28,2024-12-18,Dec 2024,Raise,Betting market,2.8000000000000003
2024-08-29,2024-12-18,Dec 2024,Cut,Betting market,87
2024-08-29,2024-12-18,Dec 2024,Hold,Betting market,11.5
2024-08-29,2024-12-18,Dec 2024,Raise,Betting market,2.65
2024-08-30,2024-12-18,Dec 2024,Cut,Betting market,87
2024-08-30,2024-12-18,Dec 2024,Hold,Betting market,12.5
2024-08-30,2024-12-18,Dec 2024,Raise,Betting market,2.65
2024-08-31,2024-12-18,Dec 2024,Cut,Betting market,86.5
2024-08-31,2024-12-18,Dec 2024,Hold,Betting market,12.5
2024-08-31,2024-12-18,Dec 2024,Raise,Betting market,2.55
2024-09-01,2024-12-18,Dec 2024,Cut,Betting market,87
2024-09-01,2024-12-18,Dec 2024,Hold,Betting market,12.5
2024-09-01,2024-12-18,Dec 2024,Raise,Betting market,2.15
2024-09-02,2024-12-18,Dec 2024,Cut,Betting market,87.5
2024-09-02,2024-12-18,Dec 2024,Hold,Betting market,12.5
2024-09-02,2024-12-18,Dec 2024,Raise,Betting market,2.1999999999999997
2024-09-03,2024-12-18,Dec 2024,Cut,Betting market,87.5
2024-09-03,2024-12-18,Dec 2024,Hold,Betting market,12
2024-09-03,2024-12-18,Dec 2024,Raise,Betting market,1.2
2024-09-04,2024-12-18,Dec 2024,Cut,Betting market,88.5
2024-09-04,2024-12-18,Dec 2024,Hold,Betting market,12
2024-09-04,2024-12-18,Dec 2024,Raise,Betting market,1.55
2024-09-05,2024-12-18,Dec 2024,Cut,Betting market,88.5
2024-09-05,2024-12-18,Dec 2024,Hold,Betting market,11.5
2024-09-05,2024-12-18,Dec 2024,Raise,Betting market,1.8499999999999999
2024-09-06,2024-12-18,Dec 2024,Cut,Betting market,87.5
2024-09-06,2024-12-18,Dec 2024,Hold,Betting market,11.5
2024-09-06,2024-12-18,Dec 2024,Raise,Betting market,1.9
2024-09-07,2024-12-18,Dec 2024,Cut,Betting market,90.5
2024-09-07,2024-12-18,Dec 2024,Hold,Betting market,9.5
2024-09-07,2024-12-18,Dec 2024,Raise,Betting market,1.95
2024-09-08,2024-12-18,Dec 2024,Cut,Betting market,88
2024-09-08,2024-12-18,Dec 2024,Hold,Betting market,9.5
2024-09-08,2024-12-18,Dec 2024,Raise,Betting market,1.9
2024-09-09,2024-12-18,Dec 2024,Cut,Betting market,87.5
2024-09-09,2024-12-18,Dec 2024,Hold,Betting market,10.5
2024-09-09,2024-12-18,Dec 2024,Raise,Betting market,1.7000000000000002
2024-09-10,2024-12-18,Dec 2024,Cut,Betting market,87
2024-09-10,2024-12-18,Dec 2024,Hold,Betting market,10.5
2024-09-10,2024-12-18,Dec 2024,Raise,Betting market,1.7000000000000002
2024-09-11,2024-12-18,Dec 2024,Cut,Betting market,88.5
2024-09-11,2024-12-18,Dec 2024,Hold,Betting market,10
2024-09-11,2024-12-18,Dec 2024,Raise,Betting market,1.6500000000000001
2024-09-12,2024-12-18,Dec 2024,Cut,Betting market,87.5
2024-09-12,2024-12-18,Dec 2024,Hold,Betting market,10
2024-09-12,2024-12-18,Dec 2024,Raise,Betting market,1.55
2024-09-13,2024-12-18,Dec 2024,Cut,Betting market,88.5
2024-09-13,2024-12-18,Dec 2024,Hold,Betting market,10.5
2024-09-13,2024-12-18,Dec 2024,Raise,Betting market,1.5
2024-09-14,2024-12-18,Dec 2024,Cut,Betting market,88.5
2024-09-14,2024-12-18,Dec 2024,Hold,Betting market,10.5
2024-09-14,2024-12-18,Dec 2024,Raise,Betting market,1.35
2024-09-15,2024-12-18,Dec 2024,Cut,Betting market,89.5
2024-09-15,2024-12-18,Dec 2024,Hold,Betting market,10.5
2024-09-15,2024-12-18,Dec 2024,Raise,Betting market,1.4000000000000001
2024-09-16,2024-12-18,Dec 2024,Cut,Betting market,89
2024-09-16,2024-12-18,Dec 2024,Hold,Betting market,11
2024-09-16,2024-12-18,Dec 2024,Raise,Betting market,1.4000000000000001
2024-09-17,2024-12-18,Dec 2024,Cut,Betting market,91
2024-09-17,2024-12-18,Dec 2024,Hold,Betting market,10
2024-09-17,2024-12-18,Dec 2024,Raise,Betting market,1.35
2024-09-18,2024-12-18,Dec 2024,Cut,Betting market,90
2024-09-18,2024-12-18,Dec 2024,Hold,Betting market,10.5
2024-09-18,2024-12-18,Dec 2024,Raise,Betting market,1.35
2024-09-19,2024-12-18,Dec 2024,Cut,Betting market,88
