date,author,HDS,HDS_low,HDS_high,HDS_low_2sd,HDS_high_2sd,title,Numeric score std err,Numeric score min,Numeric score max,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,description,cb,url,Colour,date_popup
2021-04-14,Richard H Clarida,0.225,0.146,0.304,0.3,0.1,The Federal Reserve's new framework and outcome-based forward guidance,0.079,0.1,0.3,Hold,0.71,0.07,1,The Committee expects to maintain an accommodative stance of monetary policy until these outcomes are achieved.,0.4,"Vice Chair Clarida's speech emphasizes the Federal Reserve's new framework, which suggests maintaining low rates until inflation sustainably reaches and moderately exceeds 2%. This approach indicates a commitment to accommodative policy settings for an extended period, reflecting a somewhat dovish stance. The likelihood of a rate hold in the next meeting is strong given the conditions outlined in the speech.","Speech (via webcast) by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at ""SOMC: The Federal Reserve's New Policy Framework"", a forum sponsored by the Manhattan Institute's Shadow Open Market Committee, New York City, 14 April 2021.",Fed,http://www.bis.org/review/r210415a.htm,#7AD151FF,2021-04-14
2021-03-25,Richard H Clarida,0.245,0.111,0.379,0.5,0,US economic outlook and monetary policy,0.134,0,0.5,Hold,0.805,0.05,1,We expect to maintain an accommodative stance of monetary policy until these outcomes—as well as our maximum-employment mandate—are achieved.,0.5,"The speech outlines a strong commitment to maintaining an accommodative monetary policy stance until employment and inflation targets are met. This indicates a dovish position, with the likelihood of holding rates in the near future.","Speech (via webcast) by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the 2021 Institute of International Finance Washington Policy Summit, Washington DC, 25 March 2021.",Fed,http://www.bis.org/review/r210326f.htm,#7AD151FF,2021-03-25
2021-02-21,Richard H Clarida,0.455,0.359,0.551,0.5,0.25,Financial markets and monetary policy - is there a hall of mirrors problem?,0.096,0.25,0.5,Hold,0.72,0.063,1,"In conclusion, while my colleagues and I are attuned to the potential for a hall of mirrors problem, in my experience this affliction is one the Federal Reserve guards against and does not suffer from.",0.3,"The speech provides a detailed analysis of the interplay between financial markets and monetary policy without signaling any immediate change in policy direction. The Vice Chair discusses the importance of data dependency and balancing various signals when making policy decisions, implying a cautious and analytical approach without committing to an imminent rate adjustment.","Speech by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the 2020 US Monetary Policy Forum, sponsored by the Initiative on Global Markets at the University of Chicago Booth School of Business, New York City, 21 February 2021.",Fed,https://www.bis.org/review/r200223b.htm,#7AD151FF,2021-02-21
2021-01-13,Richard H Clarida,0.255,0.211,0.299,0.3,0.2,The Federal Reserve's new framework - context and consequences,0.044,0.2,0.3,Hold,0.725,0.042,1,The Committee will aim to achieve inflation moderately above 2 percent for some time in the service of keeping longer-term inflation expectations well anchored at the 2 percent longer-run goal.,0.3,"The speech highlighted that the Federal Reserve will keep an accommodative policy stance and delay rate hikes until achieving inflation 'moderately above 2 percent for some time'. Given the conditions mentioned, the stance remains somewhat dovish, suggesting holding rates due to focus on supporting employment and ensuring inflation expectations remain anchored.","Speech (via webcast) by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the ""The Road Ahead for Central Banks"", a seminar sponsored by the Hoover Economic Policy Working Group, Hoover Institution, Stanford, California, 13 January 2021.",Fed,https://www.bis.org/review/r210114a.htm,#7AD151FF,2021-01-13
2021-01-08,Richard H Clarida,0.275,0.249,0.301,0.3,0.25,US economic outlook and monetary policy,0.026,0.25,0.3,Hold,0.795,0.072,1,We expect to maintain an accommodative stance of monetary policy until these outcomes—as well as our maximum-employment mandate—are achieved.,0.4,"The speech emphasizes the continuation of accommodative monetary policy measures until economic goals are achieved, underscoring a dovish stance but acknowledging improved economic projections for the medium term.","Speech (via webcast) by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the C Peter McColough Series on International Economics Council on Foreign Relations, New York City, 8 January 2021.",Fed,https://www.bis.org/review/r210111a.htm,#7AD151FF,2021-01-08
2020-11-16,Richard H Clarida,0.24,0.125,0.355,0.5,0.1,The Federal Reserve's new framework - context and consequences,0.115,0.1,0.5,Hold,0.735,0.085,1,"At our November FOMC meeting, we discussed our asset purchases and the critical role they are playing in supporting the economic recovery.",0.1,"The speech outlines the Federal Reserve's commitment to keep rates low until inflation meets certain criteria and emphasizes maintaining accommodative policy even after conditions improve. This suggests a dovish stance focused on continued economic support, making a rate hold likely at the next meeting.","Speech (via webcast) by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the ""The Economy and Monetary Policy"" event hosted by the Hutchins Center on Fiscal and Monetary Policy at the Brookings Institution, Washington, DC (via webcast), 16 November 2020.",Fed,https://www.bis.org/review/r201117d.htm,#7AD151FF,2020-11-16
2020-10-19,Richard H Clarida,0.235,0.172,0.298,0.3,0.1,"US economic outlook, monetary policy, and initiatives to sustain the flow of credit to households and firms",0.063,0.1,0.3,Hold,0.71,0.077,1,"It will take some time to return to the levels of economic activity and employment that prevailed at the business cycle peak in February, and additional support from monetary-and likely fiscal-policy will be needed.",0.5,"The speech highlights the need for continued accommodative monetary policy and recognizes the challenges ahead in achieving maximum employment and the Fed's inflation target. The statement suggests caution and a wait-and-see approach due to uncertainty, favoring holding the rate steady.","Speech (via webcast) by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the  Unconventional Convention of the American Bankers Association, Washington DC, 19 October 2020.",Fed,https://www.bis.org/review/r201020b.htm,#7AD151FF,2020-10-19
2020-10-14,Richard H Clarida,0.155,0.065,0.245,0.3,0,US economic outlook and monetary policy,0.09,0,0.3,Hold,0.8,0.062,1,"We expect it will be appropriate to maintain the current 0 to 1/4 percent target range for the federal funds rate until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment, until inflation has risen to 2 percent, and until inflation is on track to moderately exceed 2 percent for some time.",0.3,"Vice Chair Clarida emphasizes the need for continued monetary support and acknowledges an uncertain economic outlook with challenges such as elevated unemployment and inflation below target. The commitment to maintaining accommodative policy and recognizing the need for additional fiscal support suggests a somewhat dovish stance, leaning towards holding rates steady.","Speech (via webcast) by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the 2020 Annual Membership Meeting of the Institute of International Finance, Washington DC, 14 October 2020.",Fed,https://www.bis.org/review/r201015c.htm,#7AD151FF,2020-10-14
2020-08-31,Richard H Clarida,0.305,0.184,0.426,0.5,0.1,The Federal Reserve's new monetary policy framework - a robust evolution,0.121,0.1,0.5,Hold,0.69,0.07,1,"In order to anchor longer-term inflation expectations at this level, the Committee seeks to achieve inflation that averages 2 percent over time, and therefore judges that, following periods when inflation has been running persistently below 2 percent, appropriate monetary policy will likely aim to achieve inflation moderately above 2 percent for some time.",0.5,"The speech outlines a new monetary policy framework designed to adapt to changes in the economic landscape. The focus on average inflation targeting and the need to address shortfalls in employment suggests a balanced and adaptive policy approach, indicating a neutral stance with a likely hold on the current rates.","Speech (via webcast) by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the Peterson Institute for International Economics, Washington DC, 31 August 2020.",Fed,https://www.bis.org/review/r200831b.htm,#7AD151FF,2020-08-31
2020-06-16,Richard H Clarida,0.145,0.069,0.221,0.25,0,US economic outlook and monetary policy,0.076,0,0.25,Hold,0.795,0.093,1,"The Federal Reserve will continue to act forcefully, proactively, and aggressively as we deploy our toolkit-including our balance sheet, forward guidance, and lending facilities-to provide critical support to the economy during this challenging time.",0.2,"The speech emphasizes ongoing economic challenges due to the pandemic and the need for continued strong support from the Federal Reserve, indicating a dovish stance focused on maintaining low rates and providing liquidity.","Speech (via prerecorded video) by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the Foreign Policy Association, New York City, 16 June 2020.",Fed,https://www.bis.org/review/r200617a.htm,#7AD151FF,2020-06-16
2020-05-21,Richard H Clarida,0.18,0.121,0.239,0.25,0.1,US economic outlook and monetary policy,0.059,0.1,0.25,Hold,0.8,0.053,1,"At the Federal Reserve, we take our dual-mandate obligations of maximum employment and price stability very seriously, and, since March 3, we have deployed our entire toolkit to provide critical support to the economy during this challenging time.",0.2,"The speech indicates that the Federal Reserve is committed to maintaining accommodative monetary policy given the current economic downturn and low inflation expectations. However, further rate cuts seem unlikely given the already low policy rate, suggesting a hold on rates for now.","Speech (via webcast) by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the New York Association for Business Economics, New York City, 21 May 2020.",Fed,https://www.bis.org/review/r200522c.htm,#7AD151FF,2020-05-21
2020-02-25,Richard H Clarida,0.48,0.417,0.543,0.5,0.3,US economic outlook and monetary policy,0.063,0.3,0.5,Hold,0.795,0.076,1,"Monetary policy is in a good place and should continue to support sustained growth, a strong labor market, and inflation returning to our symmetric 2 percent objective.",1,"The speech indicates that monetary policy is currently appropriate and emphasizes monitoring conditions for potential changes. The focus is on continued support without immediate alterations to policy, suggesting a preference to hold rates unless significant changes occur.","Speech by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the 36th Annual NABE Economic Policy Conference ""2020 Vision: Examining Policy Prescriptions in an Election Year"", Washington DC, 25 February 2020.",Fed,https://www.bis.org/review/r200228b.htm,#7AD151FF,2020-02-25
2020-01-09,Richard H Clarida,0.5,0.5,0.5,0.5,0.5,US economic outlook and monetary policy,0,0.5,0.5,Hold,0.8,0.033,1,"I believe that monetary policy is in a good place and should continue to support sustained growth, a strong labor market, and inflation running close to our symmetric 2 percent objective.",0.8,"The speech indicates that the current federal funds rate is appropriate given the economic conditions. The focus on monitoring data and not setting a preset course suggests a neutral stance, with a likely decision to hold rates unless significant data changes.","Speech by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the C. Peter McColough Series on International Economics, Council on Foreign Relations, New York City, 9 January 2020.",Fed,https://www.bis.org/review/r200109a.htm,#7AD151FF,2020-01-09
2019-11-14,Richard H Clarida,0.46,0.376,0.544,0.5,0.3,"The Federal Reserve's review of its monetary policy strategy, tools, and communication practices",0.084,0.3,0.5,Hold,0.725,0.063,1,"As a practical matter, our current strategy shares many elements with the policy framework known as 'flexible inflation targeting.'",0.2,"The speech discusses the Federal Reserve's comprehensive review of its monetary policy framework, without indicating a clear bias toward tightening or loosening policy. The assessment of current economic conditions suggests a balanced view, leading to a 'Hold' prediction.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at ""Fed Policy: A Shadow Review"", Cato Institute's 37th Annual Monetary Conference, Washington DC, 14 November 2019.",Fed,https://www.bis.org/review/r191115g.htm,#7AD151FF,2019-11-14
2019-11-12,Richard H Clarida,0.435,0.293,0.577,0.7,0.25,"Monetary policy, price stability, and equilibrium bond yields - success and consequences",0.142,0.25,0.7,Hold,0.695,0.064,1,"The reality of low neutral rates and equilibrium bond yields has motivated us at the Federal Reserve to take a hard look this year at our monetary policy strategy, tools, and communication practices.",0.7,"The speech discusses a broad evaluation of monetary policy without strong indications of immediate rate changes. Clarida emphasizes a review of the Federal Reserve's strategies considering the low equilibrium interest rates, suggesting a cautious approach aligned with holding rates steady.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at the High-Level Conference on Global Risk, Uncertainty, And Volatility, co-sponsored by the Bank for International Settlements, the Board of Governors of the Federal Reserve System, and the Swiss National Bank, Zurich, 12 November 2019.",Fed,https://www.bis.org/review/r191112c.htm,#7AD151FF,2019-11-12
2019-11-01,Richard H Clarida,0.335,0.247,0.423,0.5,0.25,"The United States, Japan, and the global economy",0.088,0.25,0.5,Hold,0.67,0.048,1,The policy adjustments we have made since last year are providing-and will continue to provide-meaningful support to the economy.,0.3,"Vice Chairman Clarida provides a balanced view of the U.S. economy, noting both strengths and risks, while highlighting the recent rate adjustments. This suggests a current neutral stance, as further actions depend on future economic developments.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at the Japan Society, New York City, 1 November 2019.",Fed,https://www.bis.org/review/r191104b.htm,#7AD151FF,2019-11-01
2019-09-26,Richard H Clarida,0.35,0.245,0.455,0.5,0.25,"The Federal Reserve's review of its monetary policy strategy, tools, and communication practices",0.105,0.25,0.5,Hold,0.688,0.064,0.8,"And let me emphasize that, based on the evidence I have reviewed, I judge that U.S. inflation expectations today do reside in a range I consider consistent with our price-stability mandate.",0.3,"The speech emphasizes that the Federal Reserve is reviewing its framework, and it acknowledges lower neutral rates and a flattening Phillips curve that suggest less responsive inflation to economic conditions, allowing the Fed more leeway in supporting employment. The focus on maintaining inflation and the risks of persistent lower inflation suggest a dovish stance, yet the acknowledgment of a strong labor market might temper immediate actions, leaning towards holding rates for now.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at ""A Hot Economy: Sustainability and Trade-Offs,"" a Fed Listens event sponsored by the Federal Reserve Bank of San Francisco, San Francisco, California, 26 September 2019.",Fed,https://www.bis.org/review/r190930e.htm,#7AD151FF,2019-09-26
2019-07-01,Richard H Clarida,0.48,0.417,0.543,0.5,0.3,"The Federal Reserve's review of its monetary policy strategy, tools, and communication practices",0.063,0.3,0.5,Hold,0.733,0.05,0.9,The fact that the Federal Reserve is conducting this review does not suggest that we are dissatisfied with the existing policy framework.,0.7,"The speech emphasizes a review of the Federal Reserve's framework without indicating dissatisfaction or immediate need for change, suggesting a balanced stance. Given current economic conditions close to target goals, a 'Hold' on rates is most likely.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at ""The Bank of Finland Conference on Monetary Policy and Future of EMU (Economic and Monetary Union)"", Helsinki, 1 July 2019.",Fed,https://www.bis.org/review/r190715l.htm,#7AD151FF,2019-07-01
2019-06-05,Richard H Clarida,0.5,0.5,0.5,0.5,0.5,"The Federal Reserve's review of its monetary policy strategy, tools, and communication practices",0,0.5,0.5,Hold,0.73,0.048,1,"In coming regularly scheduled meetings, the FOMC will undertake its assessment of our monetary policy strategy, tools, and communication practices.",0.8,"Richard H Clarida's speech is neutral as it focuses on reviewing the Federal Reserve's monetary policy strategy, tools, and communication rather than indicating any immediate change in policy direction. This suggests a holding pattern as they gather more information and evaluate strategies.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at the Conference on ""Monetary Policy Strategy, Tools, and Communication Practices"" (A Fed Listens Event), hosted by the Federal Reserve Bank of Chicago, Chicago, Illinois, 5 June 2019.",Fed,https://www.bis.org/review/r190607f.htm,#7AD151FF,2019-06-05
2019-05-30,Richard H Clarida,0.38,0.277,0.483,0.5,0.3,Sustaining maximum employment and price stability,0.103,0.3,0.5,Hold,0.705,0.037,1,"However, if the incoming data were to show a persistent shortfall in inflation below our 2 percent objective or were it to indicate that global economic and financial developments present a material downside risk to our baseline outlook, then these are developments that the Committee would take into account in assessing the appropriate stance for monetary policy.",0.2,"The speech emphasizes a balanced view of the economic conditions with the U.S. economy in 'a very good place' alongside muted inflationary pressures. The talk of data dependency suggests a cautious approach, consistent with holding rates steady.","Speech by Mr Richard H Clarida, Vice Chair of the Board of Governors of the Federal Reserve System, at the Economic Club of New York, New York City, 30 May 2019.",Fed,https://www.bis.org/review/r190603d.htm,#7AD151FF,2019-05-30
2019-05-13,Richard H Clarida,0.46,0.376,0.544,0.5,0.3,"The Federal Reserve's review of its monetary policy strategy, tools, and communication practices",0.084,0.3,0.5,Hold,0.72,0.067,1,"With the U.S. economy operating at or close to our maximum-employment and price-stability goals, now is an especially opportune time for this review.",0.5,"Clarida's speech discusses lower neutral rates and potential challenges in future downturns, without suggesting an immediate need for further rate cuts. This implies a somewhat dovish stance but not aggressively so, suggesting a hold on rates is most likely.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at the ""New England Perspectives on Fed Policymaking: A 'Fed Listens' Conference"", hosted by the Federal Reserve Bank of Boston, Boston, Massachusetts, 13 May 2019.",Fed,https://www.bis.org/review/r190513k.htm,#7AD151FF,2019-05-13
2019-05-03,Richard H Clarida,0.435,0.329,0.541,0.5,0.25,"Models, markets, and monetary policy",0.106,0.25,0.5,Hold,0.76,0.07,1,"So with the economy operating at or very close to the Fed's dual-mandate objectives and with the policy rate in the range of FOMC participants' estimates of neutral, we can, I believe, afford to be data dependent.",0.4,"Vice Chairman Clarida discusses the importance of data dependence, mentions stability in inflation expectations, and highlights the alignment of current conditions with the Fed's dual-mandate objectives, suggesting a neutral stance. This points towards holding rates steady, as conditions do not warrant a shift in policy.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at the Hoover Institution Monetary Policy Conference ""Strategies for Monetary Policy"", Stanford University, Stanford, California, 3 May 2019.",Fed,https://www.bis.org/review/r190506a.htm,#7AD151FF,2019-05-03
2019-04-11,Richard H Clarida,0.5,0.5,0.5,0.5,0.5,US economic outlook and monetary policy,0,0.5,0.5,Hold,0.815,0.034,1,"Given this outlook for the U.S. economy, we decided at our March meeting that the current stance of monetary policy is appropriate.",0.7,"Vice Chairman Clarida's remarks reflect a balanced view, highlighting economic strengths alongside potential headwinds and risks. The emphasis on a 'patient' approach indicates a preference for maintaining the current rate rather than making immediate changes.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at the Washington Policy Summit, sponsored by the Institute of International Finance, Washington DC, 11 April 2019.",Fed,https://www.bis.org/review/r190412b.htm,#7AD151FF,2019-04-11
2019-04-09,Richard H Clarida,0.455,0.359,0.551,0.5,0.25,"The Federal Reserve's review of its monetary policy strategy, tools, and communication practices",0.096,0.25,0.5,Hold,0.72,0.042,1,"With the U.S. economy operating at or close to our maximum-employment and price-stability goals, now is an especially opportune time to conduct this review.",0.3,"Richard Clarida discusses the evolution of monetary policy strategies and implications of current economic trends, highlighting the importance of maintaining flexibility and open-mindedness in policy reviews. His speech suggests a focus on refining the existing framework rather than drastic measures, indicating a cautious, somewhat dovish stance leaning towards holding rates steady.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at the ""Fed Listens: Distributional Consequences of the Cycle and Monetary Policy"" Conference, hosted by the Opportunity and Inclusive Growth Institute, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota, 9 April 2019.",Fed,https://www.bis.org/review/r190410b.htm,#7AD151FF,2019-04-09
2019-03-28,Richard H Clarida,0.315,0.199,0.431,0.5,0.1,Global shocks and the US economy,0.116,0.1,0.5,Hold,0.7,0.062,1,"In the presence of these risks and with inflation pressures muted, we can afford to be patient and data dependent as we assess in future meetings what adjustments in our policy rate might be necessary to sustain growth, employment, and price stability in the U.S. economy.",0.3,"The speech emphasizes global risks and notes that inflation pressures are muted, suggesting a cautious approach to policy changes. There is a clear indication of a patient and data-dependent stance, pointing towards a somewhat dovish outlook with a likelihood to hold rates.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at ""The Euro Area: Staying the Course through Uncertainties"" BDF Symposium and 34th SUERF Colloquium, sponsored by the Bank of France and the European Money and Finance Forum, Paris, 28 March 2019.",Fed,https://www.bis.org/review/r190328e.htm,#7AD151FF,2019-03-28
2019-02-28,Richard H Clarida,0.395,0.283,0.507,0.5,0.25,US economic outlook and monetary policy,0.112,0.25,0.5,Hold,0.845,0.055,1,"Given muted inflation and stable inflation expectations, I believe we can be patient and allow the data to flow in as we determine what future adjustments to the target range for the federal funds rate may be appropriate to strike this balance.",0.7,"The speech emphasizes patience with monetary policy adjustments and acknowledges that current employment and inflation are close to dual mandate objectives, suggesting no immediate need for rate hikes.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at the 35th Annual NABE Economic Policy Conference ""Promoting Global Growth and Domestic Economic Security"", Washington DC, 28 February 2019.",Fed,https://www.bis.org/review/r190301d.htm,#7AD151FF,2019-02-28
2019-02-22,Richard H Clarida,0.45,0.345,0.555,0.5,0.25,"The Federal Reserve's review of its monetary policy strategy, tools, and communication practices",0.105,0.25,0.5,Hold,0.72,0.063,1,The fact that the System is conducting this review does not suggest that we are dissatisfied with the existing policy framework.,0.7,"Clarida's speech focuses on assessing the existing monetary policy framework with no immediate indication of policy change, suggesting a neutral stance. He acknowledges the effectiveness of current tools, indicating an inclination to maintain the status quo while exploring future refinements.","Speech by Mr Richard H Clarida, Vice Chairman of the Board of Governors of the Federal Reserve System, at the2019 US Monetary Policy Forum, sponsored by the Initiative on Global Markets at the University of Chicago Booth School of Business, New York City, 22 February 2019.",Fed,https://www.bis.org/review/r190225e.htm,#7AD151FF,2019-02-22
2023-01-19,Lael Brainard,0.69,0.651,0.729,0.75,0.6,Staying the course to bring inflation down,0.039,0.6,0.75,Hold,0.62,0.045,0.5,We are determined to stay the course.,0.4,"Lael Brainard emphasizes the Federal Reserve's determination to continue its current restrictive policy stance to bring inflation down, but acknowledges recent improvements in inflation data. This suggests a somewhat hawkish stance but also indicates openness to assessing more data before deciding on further rate hikes, making a 'Hold' decision likely in the near term.","Speech by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the University of Chicago Booth School of Business, Chicago, Illinois, 19 January 2023.",Fed,http://www.bis.org/review/r230124a.htm,#BBDF27FF,2023-01-19
2022-10-10,Lael Brainard,0.83,0.705,0.955,1,0.7,Restoring price stability in an uncertain economic environment,0.125,0.7,1,Raise,0.84,0.046,1,Monetary policy will be restrictive for some time to ensure that inflation moves back to target over time.,0.4,"The speech focuses on the necessity of continued rate increases to combat high inflation, and emphasizes the global alignment of monetary tightening. This suggests a strong commitment to further rate hikes.","Speech by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the ""Shocks and Aftershocks: Finding Balance in an Unstable World"" 2022 Annual Meeting of the National Association for Business Economics, Chicago, Illinois, 10 October 2022.",Fed,http://www.bis.org/review/r221011a.htm,#BBDF27FF,2022-10-10
2022-09-30,Lael Brainard,0.81,0.695,0.925,1,0.7,Global financial stability considerations for monetary policy in a high-inflation environment,0.115,0.7,1,Raise,0.845,0.028,1,Monetary policy will need to be restrictive for some time to have confidence that inflation is moving back to target.,0.9,"Lael Brainard emphasizes the need for a restrictive monetary policy stance to address high inflation and prevent long-term expectations from becoming unanchored, indicating a hawkish stance with a likelihood of voting for further rate increases.","Speech by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at ""Financial Stability Considerations for Monetary Policy"", a research conference organized by the Board of Governors of the Federal Reserve System and the Federal Reserve Bank of New York, New York City, 30 September 2022.",Fed,http://www.bis.org/review/r221003g.htm,#BBDF27FF,2022-09-30
2022-09-07,Lael Brainard,0.935,0.853,1,1,0.75,Bringing inflation down,0.082,0.75,1,Raise,0.895,0.037,1,"We are in this for as long as it takes to get inflation down. So far, we have expeditiously raised the policy rate to the peak of the previous cycle, and the policy rate will need to rise further.",0.6,"Lael Brainard's speech emphasizes the need for continued robust action to combat high inflation, highlighting the necessity of keeping monetary policy restrictive and raising rates further. This indicates a strong resolve to address inflation, aligning with a hawkish stance.","Speech by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the Clearing House and Bank Policy Institute 2022 Annual Conference, New York City, 7 September 2022.",Fed,http://www.bis.org/review/r220908a.htm,#BBDF27FF,2022-09-07
2022-04-05,Lael Brainard,0.92,0.828,1,1,0.7,Variation in the inflation experiences of households,0.092,0.7,1,Raise,0.905,0.064,1,"It is of paramount importance to get inflation down. Accordingly, the Committee will continue tightening monetary policy methodically through a series of interest rate increases and by starting to reduce the balance sheet at a rapid pace as soon as our May meeting.",0.5,Lael Brainard emphasizes the urgent need to tackle high inflation through a series of interest rate hikes and rapid balance sheet reductions. The focus on tightening monetary policy to address inflation indicates a hawkish stance.,"Speech (via webcast) by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the Spring 2022 Institute Research Conference, Opportunity and Inclusive Growth Institute, Federal Reserve Bank of Minneapolis, in Minneapolis, Minnesota, 05 April 2022.",Fed,http://www.bis.org/review/r220419c.htm,#BBDF27FF,2022-04-05
2022-01-13,Lael Brainard,0.68,0.638,0.722,0.7,0.6,Testimony at nomination hearing,0.042,0.6,0.7,Raise,0.725,0.063,1,Our monetary policy is focused on getting inflation back down to 2 percent while sustaining a recovery that includes everyone.,0.6,"The speech highlights concerns about high inflation and emphasizes the task of bringing it back to 2 percent, indicating a somehwat hawkish stance. The focus on continued recovery also suggests caution, balancing inflation control and support for economic growth.","Speech by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, before the US Senate Committee on Banking, Housing, and Urban Affairs, Washington DC, 13 January 2022.",Fed,http://www.bis.org/review/r220113a.htm,#BBDF27FF,2022-01-13
2021-09-27,Lael Brainard,0.295,0.279,0.311,0.3,0.25,Navigating Delta headwinds on the path to a full recovery,0.016,0.25,0.3,Hold,0.695,0.06,1,The forward guidance on maximum employment and average inflation sets a much higher bar for the liftoff of the policy rate than for slowing the pace of asset purchases.,0.2,"Brainard highlights the downside risks posed by the Delta variant and stresses the uncertainty in the economic outlook, indicating a preference for cautiousness. She acknowledges the high inflation but attributes it to COVID-related disruptions, suggesting it is transitory. This suggests a somewhat dovish stance with likely support for holding rates.","Speech by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at ""Shocks, Shifts, and the Emerging Economic Landscape"" 2021 Annual Meeting of the National Association for Business Economics, Arlington, Virginia, 27 September 2021.",Fed,http://www.bis.org/review/r210928d.htm,#BBDF27FF,2021-09-27
2021-07-30,Lael Brainard,0.335,0.244,0.426,0.5,0.25,Assessing progress as the economy moves from reopening to recovery,0.091,0.25,0.5,Hold,0.72,0.026,1,The determination of when to begin to slow asset purchases will depend importantly on the accumulation of evidence that substantial further progress on employment has been achieved.,0.5,"The speech reflects concerns about continued labor market slack and transitory inflation pressures. There is recognition of progress but emphasis on ongoing employment shortfalls and the need to be vigilant on inflation expectations. This suggests a cautionary approach, leading to a more dovish stance overall.","Speech by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at ""Rebuilding the Post-Pandemic Economy"" 2021 Annual Meeting of the Aspen Economic Strategy Group, Aspen, Colorado, 30 July 2021",Fed,http://www.bis.org/review/r210802a.htm,#BBDF27FF,2021-07-30
2021-06-01,Lael Brainard,0.255,0.227,0.283,0.3,0.2,Remaining steady as the economy reopens,0.028,0.2,0.3,Hold,0.775,0.042,1,The best way to achieve our maximum-employment and average-inflation goals is to be steady and transparent in our outcome-based approach to monetary policy while remaining attentive to the evolution of the data and prepared to adjust as needed.,0.4,"Lael Brainard emphasizes the temporary nature of current inflationary pressures and the importance of remaining steady in monetary policy, which suggests a cautious approach to tightening policy. Her focus on not prematurely tightening policy indicates a somewhat dovish stance, likely leading to a hold on rates.","Remarks (via webcast) by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the Economic Club of New York, New York, New York, 1 June 2021.",Fed,http://www.bis.org/review/r210602c.htm,#BBDF27FF,2021-06-01
2021-05-11,Lael Brainard,0.27,0.181,0.359,0.5,0.2,Patience and progress as the economy reopens and recovers,0.089,0.2,0.5,Hold,0.79,0.061,1,Remaining patient through the transitory surge associated with reopening will help ensure that the underlying economic momentum that will be needed to reach our goals as some current tailwinds shift to headwinds is not curtailed by a premature tightening of financial conditions.,0.4,"Lael Brainard emphasizes patience and notes that, while the outlook is bright, uncertainties and risks remain. She focuses on the transitory nature of current inflationary pressures and suggests that a premature tightening of financial conditions should be avoided, indicating a somewhat dovish stance.","Remarks (via webcast) by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at ""The Road to Recovery and What's Next"", a virtual conference sponsored by the Society for Advancing Business Editing and Writing, 11 May 2021.",Fed,http://www.bis.org/review/r210512a.htm,#BBDF27FF,2021-05-11
