date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,not_related,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,date_popup,unrelated,Name
2012-10-17,0.5,#808080,1,,Andrew Bailey,The future of banking regulation in the UK,,,,TRUE,Not related,,,1,The financial crisis has emphasised the close links between the health and behaviour of banks and the state of the economy.,0.4,"The speech pertains to banking regulation and the interactions between financial stability and macroeconomic policy, rather than directly addressing current monetary policy or indicating a stance on interest rate decisions.",2012-10-17,Yes,
2012-10-04,0.5,#808080,1,,Andrew Bailey,Prudential regulation - challenges for the future,,,,TRUE,Not related,,,1,It is a great pleasure to be in Edinburgh again and to have the opportunity to set out progress on the reform of financial regulation as we approach the formal introduction of the new arrangements.,0.3,"The speech by Andrew Bailey focuses on prudential regulation reform and financial stability rather than monetary policy or interest rate decisions. Thus, it does not fit into typical hawkish or dovish categories, making it not directly related to monetary policy.",2012-10-04,Yes,
2011-03-17,0.5,#808080,1,,Andrew Bailey,Financial stability - objective and resolution,,,,TRUE,Not related,,,1,Financial stability is a necessary condition to allow the pursuit of other good objectives of public policy.,0.3,"The speech focuses largely on financial stability and regulation rather than monetary policy or interest rates. It discusses the systemic stability of banks, which is crucial for economic growth and requires public policy focus. Hence, it is not directly related to setting interest rates or the usual central banking monetary policy discussions.",2011-03-17,Yes,
2011-01-10,0.5,#808080,1,,Andrew Bailey,The outlook for financial regulation in the UK,,,,TRUE,Not related,,,1,The overarching objective for the Bank is to put the stability of the financial system at the heart of the mission of financial regulation.,0.5,"The speech by Andrew Bailey focuses on financial regulation and the importance of financial stability rather than monetary policy or interest rate decisions. However, given the high policy rate and the emphasis on maintaining stability, a 'Hold' prediction aligns with stabilizing current conditions.",2011-01-10,Yes,
2010-09-21,0.5,#808080,1,,Andrew Bailey,Financial reform,,,,TRUE,Not related,,,1,Calmer times are the necessary environment for the task of rebuilding financial stability.,0.3,"The speech primarily focuses on financial reform and the stability of the financial system rather than directly addressing monetary policy or interest rate decisions. It lacks specific commentary on inflation, economic growth, or immediate monetary policy decisions, hence the categorization as 'Not related' to current monetary policy stances.",2010-09-21,Yes,
2009-12-06,0.5,#808080,1,,Andrew Bailey,Banknotes in circulation - still rising. What does this mean for the future of cash?,,,,TRUE,Not related,,,1,The answer is simple. We should not forget that our job is to ensure that confidence in our currency is maintained - and crucial to that is satisfying the public's demand for our notes.,0.2,"Andrew Bailey's speech is focused on the trends in banknote circulation and the future of cash rather than discussing central bank policy or interest rates, making it unrelated to monetary policy.",2009-12-06,Yes,
2009-11-26,0.5,#808080,1,,Andrew Bailey,The UK bank resolution regime,,,,TRUE,Not related,,,1,Thank you for listening to an account of the UK resolution regime.,0.3,"The speech focuses on the UK bank resolution regime and does not address monetary policy, interest rates, or central bank actions affecting those rates. Hence, it is not related to monetary policy.",2009-11-26,Yes,
2009-11-17,0.5,#808080,1,,Andrew Bailey,Recovery and resolution plans,,,,TRUE,Not related,,,0.7,We cannot justify having a banking system that depends on the use of public money to douse the fire when the crisis comes.,0.3,"The speech primarily focuses on banking system reforms, specifically recovery and resolution plans, without directly addressing monetary policy or interest rates. While the underlying theme supports financial stability, which can have monetary policy implications, it does not explicitly suggest a policy rate action.",2009-11-17,Yes,
2024-12-09,0.5,#808080,1,,David Ramsden,Getting the balance right: ensuring the Bank’s balance sheet can support financial stability,0,0.5,0.5,FALSE,Hold,0.715,0.034,1,"Getting the balance right in our balance sheet operations should help us to maintain financial stability and, in doing so, lay the foundations for sustainable growth.",0.2,"The speech focuses on financial stability and the developments in the UK financial system, particularly the role of non-bank financial institutions and the Bank's balance sheet operations. While it mentions market volatility, there are no clear signals toward changing interest rates, suggesting a neutral stance, leading to a 'Hold' prediction for the next rate decision.",2024-12-09,Yes,
2023-12-15,0.5,#808080,1,,David Ramsden,The weekend starts here,,,,TRUE,Not related,,,1,A credible resolution regime for banks is a cornerstone of financial stability and essential to protect the public purse.,0.2,"The speech by Sir David Ramsden focuses on bank resolution and financial stability rather than directly discussing monetary policy or interest rates. Therefore, it is classified as not related to monetary policy, but the overall theme suggests readiness and stability which aligns generally with holding rates.",2023-12-15,Yes,
2022-11-14,0.5,#808080,1,,David Ramsden,"Challenge, convene, collaborate and create",,,,TRUE,Not related,,,1,Among all the shocks - many unprecedented - facing the global economy today the challenge of climate change is the most profound and far reaching.,0.3,"The speech by David Ramsden is primarily focused on Islamic finance, climate change, and sustainability rather than monetary policy. Therefore, it is categorized as 'Not related'. However, the mention of global economic challenges and inflation suggests a neutral stance, leaning towards a hold in the next interest rate meeting.",2022-11-14,Yes,
2021-04-21,0.5,#808080,1,,David Ramsden,The Bank of England and fintech: public support for private innovation,,,,TRUE,Not related,,,1,"The Bank of England recognises the benefits that fintech and technological innovation can bring, and that it may come in many forms and from many sectors.",0.2,"The speech primarily discusses fintech, regulation, and innovation without directly addressing monetary policy or interest rate changes.",2021-04-21,Yes,
2021-02-26,0.5,#808080,1,,David Ramsden,The UK’s progress on resolvability,,,,TRUE,Not related,,,1,The UK's progress on resolvability,0.3,"The speech is focused on the progress and framework of the UK's bank resolution strategy, which is not directly related to current monetary policy or interest rate decisions.",2021-02-26,Yes,
2020-10-12,0.5,#808080,1,,David Ramsden,Opening remarks at the launch of the Artificial Intelligence Public Private Forum,,,,TRUE,Not related,,,1,The AI Public-Private Forum is committed to being transparent and will publish summary reports of all Forum and workshop discussions.,0.3,"The speech is primarily about the launch of the Artificial Intelligence Public Private Forum and its implications for AI in financial services, not about monetary policy or interest rates.",2020-10-12,Yes,
2019-10-29,0.5,#808080,1,,David Ramsden,Openness and integration – the new finance and new economy in a global context,,,,TRUE,Not related,,,1,"We are seeing the benefits of being open to new ideas, open to new entrants and open to developing our own capabilities at the Bank of England.",0.2,"The speech primarily discusses the openness and integration of financial systems, focusing on fintech and technological innovation rather than monetary policy. Although it touches on financial stability, it does not indicate any shift in monetary policy stance.",2019-10-29,Yes,
2019-10-27,0.5,#808080,1,,David Ramsden,Openness and integration - the new finance and new economy in a global context,,,,TRUE,Not related,,,0.8,"At the Bank of England, we want to support the financial sector to realise the full promise of new technology, so it is deployed safely and for the benefit of our people.",0.1,"The speech is focused on fintech, technological integration, and open banking rather than direct monetary policy initiatives; however, it provides a backdrop of broad policy considerations indicating a Hold might be the most appropriate direction given no mention of direct economic threats.",2019-10-27,Yes,
2019-06-05,0.5,#808080,1,,David Ramsden,Last orders - calling time on LIBOR,,,,TRUE,Not related,,,1,The Bank is committed to this transition being orderly and managed.,0.2,"The speech by David Ramsden is primarily focused on the transition from Libor to risk-free rates like SONIA, and does not directly discuss monetary policy or implications for interest rates.",2019-06-05,Yes,
2019-05-08,0.5,#808080,1,,David Ramsden,Resilience and innovation in post-trade,,,,TRUE,Not related,,,1,"The post-trade system is a key component of a bigger effective, efficient, and resilient financial system.",0.3,The speech focuses mainly on the resilience and innovation within post-trade systems rather than monetary policy direction. It doesn't provide insight into interest rate decisions or the central bank's stance on monetary policy.,2019-05-08,Yes,
2019-04-30,0.5,#808080,1,,David Ramsden,Embracing fintech,,,,TRUE,Not related,,,1,My time today only allows me to give a partial picture of the Bank's work on fintech.,0.4,"The speech focuses on fintech and technological advancements rather than directly addressing monetary policy, inflation, or interest rates.",2019-04-30,Yes,
2018-12-06,0.5,#808080,1,,David Ramsden,Setting standards,,,,TRUE,Not related,,,1,The Bank is committed to changes which will have a positive impact for users of payment services.,0.4,"The speech primarily focuses on data standards and infrastructure, not monetary policy, so it is classified as 'Not related'. The prediction assumes a neutral stance due to lack of direct references to interest rates or inflation.",2018-12-06,Yes,
2018-03-22,0.5,#808080,1,,David Ramsden,The Bank of England - Open to Fintech,,,,TRUE,Not related,,,1,"As a member of the Monetary Policy Committee, I need to be open minded about the way fintech could impact the economy of the UK.",0.4,"While the speech discusses the impact of fintech on the economy and infrastructure, it does not directly address monetary policy or provide insights into the speaker's stance on interest rates.",2018-03-22,Yes,
2024-09-10,0.5,#808080,1,,Sarah Breeden,Financial stability at your service,,,,TRUE,Not related,,,1,Financial stability must always be 'at your service'.,0.3,"The speech is focused on financial stability and macroprudential policy rather than monetary policy or interest rate decisions. Therefore, it is not directly related to changes in the central bank interest rate.",2024-09-10,Yes,
2024-04-15,0.5,#808080,1,,Sarah Breeden,Modernising the trains and rails of UK payments,,,,TRUE,Not related,,,0.9,"Our immediate focus at the Bank of England following Facebook's Libra announcement in 2019 has rightly been on establishing regulatory regimes for stablecoins to be used safely for retail payments, and on considering whether a retail CBDC might be needed in future.",0.4,"The speech by Sarah Breeden focuses on technology and innovation in the payment landscape rather than directly on monetary policy or interest rate changes, discussing how the Bank of England ensures financial stability in context of technological advancements.",2024-04-15,Yes,
2023-06-16,0.5,#808080,1,,Sarah Breeden,The building blocks of resilience,,,,TRUE,Not related,,,1,"Ensuring financial stability is not only a job for financial stability authorities and regulators such as TPR, but also for participants.",0.2,"The speech by Sarah Breeden primarily focuses on resilience in Liability Driven Investment funds and financial stability, rather than monetary policy or interest rate changes. Therefore, it is categorized as 'Not related' to interest rate policies.",2023-06-16,Yes,
2023-04-27,0.5,#808080,1,,Sarah Breeden,Investing in financial stability,,,,TRUE,Not related,,,0.9,An investment in financial stability to provide solid support for UK businesses through both challenges now and uncertainties as we look further ahead.,0.2,"The speech primarily focuses on financial stability, corporate debt, and investment rather than providing a direct indication of monetary policy direction. The emphasis on maintaining financial stability without explicit mention of interest rate adjustments suggests a neutral stance not directly tied to changes in the policy rate.",2023-04-27,Yes,
2023-04-18,0.5,#808080,1,,Sarah Breeden,Climate action - approaching a tipping point?,,,,TRUE,Not related,,,1,We know the costs of transition to a net-zero economy are lowest with early and well-managed action.,0.2,"The speech focuses on climate change and the transition to net zero rather than conventional monetary policy. However, the Bank of England's involvement suggests a responsibility in this area, aligning with a broader stability mandate rather than specifically altering monetary policy such as interest rates.",2023-04-18,Yes,
2022-11-07,0.5,#808080,1,,Sarah Breeden,Risks from leverage - how did a small corner of the pensions industry threaten financial stability?,,,,TRUE,Not related,,,0.7,"Events of recent weeks, months and years have once again reminded us of the systemic risks posed by poorly-managed leverage in the non-bank financial system.",0.3,"The speech focuses primarily on financial stability concerns related to leverage and the non-bank financial system, not on current or future monetary policy or interest rates.",2022-11-07,Yes,
2022-04-28,0.5,#808080,1,,Sarah Breeden,Macropru – fit for the future?,,,,TRUE,Not related,,,0.9,I'm not proposing to write any prescriptions in this speech today.,0.2,"The speech primarily focuses on financial stability and macroprudential policy rather than discussing immediate monetary policy or central bank rate decisions. Therefore, it is categorized as 'Not related'.",2022-04-28,Yes,
2022-04-07,0.5,#808080,1,,Sarah Breeden,Balancing on the net-zero tightrope,,,,TRUE,Not related,,,0.7,"The transition to net zero is not a destination, it's a journey, and the path we take matters.",0.6,"The speech primarily addresses climate change risks and financial stability, rather than providing direct insights into monetary policy or interest rate decisions. Sarah Breeden discusses the role of financial institutions and regulators in the net-zero transition, which doesn't immediately suggest a change in the central bank's interest rate strategy.",2022-04-07,Yes,
2021-05-18,0.5,#808080,1,,Sarah Breeden,Climate change – plotting our course to net zero,,,,TRUE,Not related,,,1,Dealing with the climate crisis is an unprecedented challenge. Building the toolkit to help us do that is similarly unprecedented.,0.5,"The speech by Sarah Breeden primarily focuses on climate change, the role of the financial sector in managing climate risks, and the use of climate scenarios. It does not address monetary policy or interest rate decisions directly. Thus, it is not related to monetary policy, but given the context of central banking, 'Hold' is a neutral prediction for interest rates.",2021-05-18,Yes,
2020-07-22,0.5,#808080,1,,Sarah Breeden,Climbing mountains safely,,,,TRUE,Not related,,,0.7,,0.1,"The speech primarily focuses on regulatory and competition issues within the banking sector, not strictly on monetary policy or interest rates.",2020-07-22,Yes,
2020-07-01,0.5,#808080,1,,Sarah Breeden,Leading the change - climate action in the financial sector,,,,TRUE,Not related,,,1,"Today I want to move us from aspiration to action, and set out how we can achieve this in practice - both at a micro-level, through the decisions each of you make as individual financial institutions, and at a macro-level, across the financial system as a whole.",0.2,"The speech primarily focuses on climate change and its implications for the financial sector, rather than direct monetary policy or interest rate changes. Therefore, it falls under the 'Not related' category.",2020-07-01,Yes,
2019-07-25,0.5,#808080,1,,Sarah Breeden,Out and proud - a note-worthy cause,,,,TRUE,Not related,,,1,Let's each of us take that same lesson and use it to build a more inclusive work environment.,0.2,"The speech focuses on diversity and inclusion, LGBT+ issues, and organizational culture rather than monetary policy or economic outlook, making it unrelated to central bank interest rate decisions.",2019-07-25,Yes,
2019-04-15,0.5,#808080,1,,Sarah Breeden,Avoiding the storm - climate change and the financial system,,,,TRUE,Not related,,,1,"Climate change poses significant risks to the economy and to the financial system, and while these risks may seem abstract and far away, they are in fact very real, fast approaching, and in need of action today.",0.6,"The speech primarily discusses climate change and its implications for the financial system, which is not directly related to monetary policy or interest rate decisions.",2019-04-15,Yes,
2018-03-19,0.5,#808080,1,,Sarah Breeden,The shared response to climate change - turning momentum into action,,,,TRUE,Not related,,,1,,0.1,"The speech focuses on climate change as a financial risk and does not discuss current monetary policy or interest rate decisions. The central bank's stance on climate change does mention stability, but not in a way that informs monetary policy actions like rate changes.",2018-03-19,Yes,
2016-03-22,0.5,#808080,1,,Sarah Breeden,Taming international banks - time for some new tricks?,,,,TRUE,Not related,,,1,International banking benefits the global economy. However it carries risks.,0.2,"The speech by Sarah Breeden is primarily focused on the regulation and supervision of international banks rather than on monetary policy or interest rate decisions. Therefore, it falls under the category of 'Not related' to monetary policy.",2016-03-22,Yes,
2024-05-17,0.5,#808080,1,,Catherine L Mann,Cost of capital and UK business investment: Measurement challenges and research opportunities - slides...,0,0.5,0.5,FALSE,Hold,0.685,0.047,1,Interest rates are central to investment theory.,0.7,"The speech focuses on the cost of capital and its influence on business investment, with a detailed analysis of various measures and considerations without strongly advocating for a change in policy. It suggests interest rates play a crucial role but does not argue for a specific adjustment direction, implying a neutral stance likely leading to a decision to hold rates.",2024-05-17,Yes,
2023-11-13,0.5,#808080,1,,Catherine L Mann,Climate policy and monetary policy: interactions and implications,0,0.5,0.5,FALSE,Hold,0.66,0.052,1,"Not only is it within my remit to respond to the macroeconomic effects of climate change, but, in my view, my remit requires me to do so.",0.3,"The speech by Catherine L. Mann addresses the complex interaction between climate change policies and monetary policy, emphasizing the importance of integrating climate considerations into monetary policy frameworks. However, it does not lean clearly towards raising or lowering rates, suggesting a neutral stance on imminent policy decisions. The focus is on understanding long-term implications rather than immediate rate adjustments, supporting a decision to hold rates in the near term.",2023-11-13,Yes,
2023-04-25,0.5,#808080,1,,Ben Broadbent,Monetary policy: prices versus quantities,0.125,0.2,0.7,FALSE,Hold,0.706,0.018,0.8,"All this makes it a challenge, I think, to argue that the rise in broad money in 2020 is the main (or even an important) contributor to the inflation that's followed.",0.1,"The speech emphasizes that monetary aggregates alone do not dictate inflation and the importance of monetary policy influencing interest rates and asset prices. With QT effects accounted for in current forecasts, the tone suggests a status quo approach to policy rates.",2023-04-25,Yes,
2019-07-03,0.5,#808080,1,,Ben Broadbent,Financial education and the Bank of England,,,,TRUE,Not related,,,1,The Bank of England has a direct interest in improving and broadening the teaching of economics.,0.5,"This speech primarily focuses on financial education and the Bank of England’s role in it, and it does not delve into monetary policy or implications for interest rates.",2019-07-03,Yes,
2018-04-12,0.5,#808080,1,,Ben Broadbent,Monetary and macro-prudential policies: The case for a separation of powers,0,0.5,0.5,FALSE,Hold,0.72,0.063,1,"My purpose today is to put the case for continued separation, albeit within the single Bank of England.",0.8,"The speech focused on the organizational structure of monetary and macro-prudential policies rather than specific monetary policy actions. Broadbent argued for continued separation of these functions within the Bank of England, without implications for immediate rate changes. This suggests a neutral stance on interest rates, leading to a prediction to hold the policy rate.",2018-04-12,Yes,
2017-07-11,0.5,#808080,1,,Ben Broadbent,Winners from globalisation,,,,TRUE,Not related,,,0.9,It's certainly possible that people perceive that trade has reduced developed-country real incomes.,0.3,"The speech by Ben Broadbent discusses globalisation and its effects, primarily from an economic perspective related to trade, industry changes, and income distribution. There is no direct reference or implication regarding monetary policy or interest rates, so it is not related to monetary policy decisions.",2017-07-11,Yes,
2016-03-02,0.5,#808080,1,,Ben Broadbent,Central banks and digital currencies,,,,TRUE,Not related,,,0.7,"The introduction of a CBDC probably involves more than a narrow, technical judgement about the efficiency of the payments system, very important though that is.",0.4,"The speech primarily discusses the concept of central bank digital currencies and their implications, rather than current monetary policy or interest rate changes.",2016-03-02,Yes,
2014-01-17,0.5,#808080,1,,Ben Broadbent,The balance of growth,0.133,0.3,0.7,FALSE,Hold,0.67,0.042,1,"Encouragingly, there are signs these headwinds are beginning to abate.",0.3,"The speech outlines both positive signs of recovery and potential risks, suggesting a cautious approach. It provides a balanced view on economic developments, arguing against premature changes to rates while highlighting improving conditions, thus suggesting a hold decision with a medium level of confidence.",2014-01-17,Yes,
2019-05-16,0.5,#808080,1,,Jonathan Haskel,Capitalism without capital: understanding our new ‘knowledge’ economy,,,,TRUE,Not related,,,1,"Today, I will talk about how our economies have changed, the role of intangible capital and intangible investment and why that matters for understanding how firms behave differently than in the past.",0.3,"The speech primarily focuses on the concept of intangible capital and its implications for understanding economic trends and firm behaviors, rather than discussing current monetary policy or interest rate decisions.",2019-05-16,Yes,
2019-10-28,0.5,#808080,1,,Silvana Tenreyro,Monetary policy and open questions in international macroeconomics,0.082,0.3,0.6,FALSE,Hold,0.66,0.046,1,"I would argue that exchange-rate movements do affect exports, in a variety of ways.",0.5,"The speech carefully explores different macroeconomic issues without making any explicit recommendations or showing a strong bias towards tightening or loosening monetary policy. Instead, it emphasizes the need for further research and understanding, suggesting a neutral stance for the time being.",2019-10-28,Yes,
2018-01-15,0.5,#808080,1,,Silvana Tenreyro,The fall in productivity growth: causes and implications,,,,TRUE,Not related,,,0.7,"My talk today will be about productivity, and more specifically, about the UK productivity puzzle.",0.4,"The speech predominantly addresses the issue of productivity and does not directly relate to central bank policy decisions or their implications on interest rates, keeping the focus on a macroeconomic issue outside of immediate monetary policy.",2018-01-15,Yes,
2018-11-22,0.5,#808080,1,,Michael Saunders,Some effects of demographic change on the UK economy,0.094,0.3,0.7,FALSE,Hold,0.644,0.053,0.9,"For most of the last 10 years, the economy has generally had significant amounts of spare capacity.",0.3,The speech by Michael Saunders primarily focuses on the structural impact of demographic changes without directly advocating for immediate policy adjustments. The balanced view of both potential upward and downward pressures on economic growth and interest rates suggests a neutral stance. The probability reflects the possibility of different Brexit outcomes affecting future decisions.,2018-11-22,Yes,
2023-04-17,0.5,#808080,1,,Jon Cunliffe,The shape of things to come - innovation in payments and money,,,,TRUE,Not related,,,0.6,I want to concentrate my remarks today on payments and money - how we pay for things and what type of money we use.,0.3,"The speech primarily focuses on technological innovations in payments and the potential regulatory challenges posed by new forms of digital money, rather than current monetary policy or interest rate adjustments.",2023-04-17,Yes,
2023-02-07,0.5,#808080,1,,Jon Cunliffe,The digital pound,,,,TRUE,Not related,,,1,"Our assessment is that on current trends it is likely that a retail, general purpose digital central bank currency - a digital pound - will be needed in the UK.",0.4,"The speech primarily discusses the possibility and logistics of introducing a digital pound in the UK, which is not directly related to current monetary policy actions like interest rate decisions.",2023-02-07,Yes,
2022-11-21,0.5,#808080,1,,Jon Cunliffe,"Reflections on DeFi, digital currencies and regulation",,,,TRUE,Not related,,,1,FTX in particular and the crypto ecosystem in general are emblematic of these new technologies and the possibility that they might revolutionise financial services and the forms that money takes in our economy.,0.4,"The speech focuses primarily on the regulation of crypto stablecoins, digital currencies, and the implications of recent crypto market developments. It does not address monetary policy or provide an outlook on interest rates.",2022-11-21,Yes,
2022-09-28,0.5,#808080,1,,Jon Cunliffe,"Innovation in post trade services - opportunities, risks and the role for the public sector − speech...",,,,TRUE,Not related,,,1,"In recent years, regulators and central banks have become increasingly focussed on ‘crypto’.",0.2,"The speech primarily discusses the impact of crypto technologies on post-trade services and regulatory frameworks, without directly addressing traditional monetary policy considerations like interest rates.",2022-09-28,Yes,
2022-07-12,0.5,#808080,1,,Jon Cunliffe,Some lessons from the Crypto Winter,,,,TRUE,Not related,,,0.8,A widespread collapse of crypto-asset valuations has cascaded through the crypto ecosystem and generated a number of high-profile firm failures.,0.1,The speech by Jon Cunliffe primarily discusses lessons from the 'crypto winter' and focuses on regulatory recommendations and financial stability related to crypto markets. It does not address or imply changes to interest rates or broader monetary policy.,2022-07-12,Yes,
2022-02-09,0.5,#808080,1,,Jon Cunliffe,Learning from the dash for cash – findings and next steps for margining practices,,,,TRUE,Not related,,,0.8,"The March 2020 'dash for cash' has given us a valuable lesson, we should not waste it.",0.7,"The speech focuses on financial stability and not on monetary policy. It discusses margin practices and financial system resilience, not interest rates or inflation. Therefore, it's not directly related to setting monetary policy, and it's assumed the policy stance remains unchanged for now.",2022-02-09,Yes,
2021-05-20,0.5,#808080,1,,Jon Cunliffe,Housing – the quiet decade,,,,TRUE,Hold,0.722,0.067,0.9,"If, however, the self-reinforcing dynamics of past periods began to re-emerge - strong demand, fast growth of prices relative to incomes, easy credit conditions and high levels of transactions - the FPC's measures would certainly begin to have a stronger impact in constraining the increase in aggregate mortgage indebtedness.",0.2,"The speech mainly analyzes housing market dynamics post-Covid, with an in-depth exploration of both structural and temporary forces at play. While it touches on potential policy implications, it refrains from emphasizing immediate monetary policy actions or shifts, suggesting a neutral stance toward future rate changes.",2021-05-20,Yes,
2021-05-13,0.5,#808080,1,,Jon Cunliffe,Do we need ‘public money’?,,,,TRUE,Not related,,,1,"The Bank of England is committed to making physical cash, banknotes, available as long as there is demand for it and is working with other authorities to support continued access to cash.",0.3,The speech focuses on the future of public money and the potential of central bank digital currencies rather than on immediate monetary policy or changes to interest rates.,2021-05-13,Yes,
2020-11-12,0.5,#808080,1,,Jon Cunliffe,The impact of leveraged investors on market liquidity and financial stability,,,,TRUE,Not related,,,0.7,"An overarching question is whether, in light of the growth of market-based finance relative to dealer intermediation capacity, central banks have the right tools to ensure they can continue to meet their objectives for both monetary and financial stability in an effective and efficient way.",0.3,"The speech primarily focuses on financial stability, market liquidity, and the role of leveraged investors rather than directly on monetary policy or interest rate decisions. Therefore, it does not provide a clear indication of dovish or hawkish sentiment. The context suggests a likelihood to hold rates steady, given the assessment of the financial system's resilience.",2020-11-12,Yes,
2020-06-09,0.5,#808080,1,,Jon Cunliffe,Financial system resilience - lessons from a real stress,,,,TRUE,Hold,0.694,0.068,0.9,The COVID crisis is very far from over. The depth and length of its economic impact remain very uncertain.,0.6,"Sir Jon Cunliffe's speech provides an analysis of the financial system's resilience during the COVID-19 crisis, without making specific recommendations on monetary policy changes. While discussing risks and uncertainties, he acknowledges the need for continued strength in the financial system, indicating neither a dovish nor hawkish stance. This suggests a focus on maintaining stability, leading to a prediction to hold the current policy rate.",2020-06-09,Yes,
2020-02-28,0.5,#808080,1,,Jon Cunliffe,It’s time to talk about money,,,,TRUE,Hold,0.7,0.058,0.7,"It is, therefore, and once again, time for us to talk about money.",0.3,The speech discusses the historical and future evolution of money but does not express a strong opinion on current monetary policy changes or indicate a need for immediate action on interest rates.,2020-02-28,Yes,
2020-02-11,0.5,#808080,1,,Jon Cunliffe,Governance of financial globalisation,,,,TRUE,Not related,,,0.8,Our job as the Bank of England is to deliver monetary and financial stability within the mandates that are set for us.,0.3,"The speech focuses on the governance of financial globalization and the UK's relationship with the EU post-Brexit, particularly regarding financial stability and risk management. It does not address current monetary policy or provide insight into potential changes to the policy rate.",2020-02-11,Yes,
2019-07-03,0.5,#808080,1,,Jon Cunliffe,Housing tools revisited,,,,TRUE,Not related,,,0.8,-,0.1,"While the speech discusses financial stability tools and their impact on the housing market, it does not directly address monetary policy decisions such as interest rate changes. Therefore, it is categorized as not related to monetary policy. However, given the context, if related, the speech leans towards maintaining current policies.",2019-07-03,Yes,
2019-05-07,0.5,#808080,1,,Jon Cunliffe,Financial stability post Brexit: risks from global debt,,,,TRUE,Not related,,,0.7,"Financial stability, which is my responsibility in the Bank, is I think an important consideration in that equation, but it is only one consideration.",0.1,"The speech primarily concerns financial stability risks, which are separate from standard monetary policy focused on inflation and economic growth. While recognizing systemic risks, it does not speak directly to interest rate decisions, hence categorized as 'Not related'.",2019-05-07,Yes,
2019-03-06,0.5,#808080,1,,Jon Cunliffe,When expectations meet the future,,,,TRUE,Hold,0.731,0.046,0.8,"The next crisis will have, somewhere at its centre, losses from an overextension of credit and an adjustment in asset prices.",0.2,"The speech by Sir Jon Cunliffe focuses on financial stability and the mechanisms to absorb future financial shocks, without directly influencing monetary policy decisions. The emphasis is on preparedness rather than immediate monetary policy action, supporting a 'hold' prediction at the next meeting.",2019-03-06,Yes,
2018-06-05,0.5,#808080,1,,Jon Cunliffe,Central Clearing and Resolution – learning some of the lessons of Lehmans,,,,TRUE,Not related,,,1,I hope I have been able to set out today why the reforms we have put in place on clearing and the progress we have made on resolution learn the lessons of that tale and make the financial system today a substantially more resilient place.,0.4,"The speech by Sir Jon Cunliffe primarily deals with financial stability and reforms related to central clearing and resolution of financial institutions post the financial crisis, rather than discussing monetary policy or interest rates directly.",2018-06-05,Yes,
2018-02-26,0.5,#808080,1,,Jon Cunliffe,Looking after our money,,,,TRUE,Not related,,,1,But the underlying responsibility to ensure the machine runs in good order will remain.,0.1,"The speech primarily focuses on the history, theory, and technological evolution of money, rather than current monetary policy or implications for interest rates. While it does touch on broader financial system responsibilities, it lacks specific content related to monetary policy or interest rate adjustments.",2018-02-26,Yes,
2018-02-09,0.5,#808080,1,,Jon Cunliffe,Market-based finance: a macroprudential view,,,,TRUE,Not related,,,1,Our responsibility as macroprudential authorities is to make the best assessment we can not only of the risks with which we are familiar but also of the ones that may be developing as the financial system evolves.,0.2,"The speech focuses on financial stability and macroprudential policy rather than monetary policy. It discusses the growth, characteristics, benefits, and risks of market-based finance, particularly in relation to financial stability, without specific references to monetary policy actions or the interest rate outlook.",2018-02-09,Yes,
2017-09-29,0.5,#808080,1,,Jon Cunliffe,Ten years on: Lessons from Northern Rock,,,,TRUE,Not related,,,0.9,Resolution should be seen as an integral part of making the financial system safer and stronger.,0.3,"The focus of Sir Jon Cunliffe's speech is on financial stability and the lessons learned from the Northern Rock failure, rather than on current monetary policy. The discussion revolves around bank resolution and financial reform rather than interest rate decisions.",2017-09-29,Yes,
2017-02-22,0.5,#808080,1,,Jon Cunliffe,Global pipes - challenges for systemic financial infrastructure,,,,TRUE,Not related,,,1,"I want to talk today about the plumbing, the networks of global pipes for payment, settlement and clearing that make a global capital market and financial globalisation possible.",0.3,"The speech primarily focuses on financial infrastructure and its global challenges rather than monetary policy. Thus, categorizing it as neither hawkish nor dovish. Given the lack of direct discussion on interest rate policy, the recommendation would likely be to hold rates at the next meeting.",2017-02-22,Yes,
2016-11-03,0.5,#808080,1,,Jon Cunliffe,Challenges for financial markets,,,,TRUE,Not related,,,0.6,"Restoring public support also requires authorities and the financial sector to demonstrate that the risks that are posed by large, very complex and highly interconnected financial markets can be effectively managed.",0.3,"The speech primarily discusses financial markets, their challenges, and the role of the Bank of England in terms of financial stability rather than providing insight into immediate monetary policy actions or changes.",2016-11-03,Yes,
2016-04-29,0.5,#808080,1,,Jon Cunliffe,A 21st century approach to dealing with failed banks,,,,TRUE,Not related,,,1,The post-crisis period has seen a vast amount of work to come up with a better way to deal with a failed bank and a better answer than 'the taxpayer' to the question of 'who pays?',0.3,"The speech by Sir Jon Cunliffe focuses on financial stability and resolving bank failures, rather than on traditional monetary policy topics such as interest rates or inflation. Therefore, it is categorized as 'Not related' to monetary policy.",2016-04-29,Yes,
